Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0004409	Q8WTW3	A0A8M1RH56
OG0004410	Q96BR5	Q5TYQ3
OG0004411	Q99442	Q4V8Z6
OG0004412	Q99615	A0A0R4IFJ1
OG0004413	Q9BVJ7	Q6DGI7
OG0004414	Q9H2C1	P52889
OG0004415	Q9H2E6	Q6P7E1
OG0004416	Q9H6N6	A0A8M9QN64
OG0004417	Q9H8M1	Q567E6
OG0004418	Q9NPF5	Q7ZUN3
OG0004419	Q9NYZ2	Q287T7
OG0004420	Q9NZ01	A0A8M9QLQ8
OG0004421	Q9NZJ6	Q6DHK4
OG0004422	Q9UBQ0	Q7ZV68
OG0004423	Q9UH36	A0A8M2BJQ4
OG0004424	Q9UHA3	Q7ZTZ2
OG0004425	Q9UIV1	Q08BM8
OG0004426	Q9ULW3	Q503Z6
OG0004427	A0A1B0GVZ9	A0A8M9P550
OG0004428	O00451	A0A8N7UT76
OG0004429	O00469	A4U7F9
OG0004430	O00471	B0BLY0
OG0004431	O43820	A0A8M1NJV4
OG0004432	P19388	Q6DEG5
OG0004433	P21453	Q9DDK4
OG0004434	P22003	Q7T288
OG0004435	P46821	B2ZZ14
OG0004436	P52746	E9QCQ3
OG0004437	P53007	F1R4U0
OG0004438	P62314	Q8JHH1
OG0004439	Q00LT1	A0A8M2BIX3
OG0004440	Q13045	F8WK50
OG0004441	Q2YD98	E7EXT2
OG0004442	Q50LG9	A0A8M3B0J4
OG0004443	Q5H8A4	E7FE54
OG0004444	Q6P5X7	B0S728
OG0004445	Q7Z3D6	A0A0R4IQ88
OG0004446	Q86V20	B8A4B1
OG0004447	Q8N2H4	E7FBT7
OG0004448	Q8N3R3	F1QHT7
OG0004449	Q8NE18	A0A8M6Z698
OG0004450	Q8TAS1	Q08CD4
OG0004451	Q8TDG4	F1Q4P2
OG0004452	Q8TEB1	Q499B0
OG0004453	Q8WU76	Q5BLD9
OG0004454	Q92870	A0A8M2BFP9
OG0004455	Q93052	Q7ZU85
OG0004456	Q96P44	A0A8M1RDX1
OG0004457	Q9BQ61	A0A0R4IP71
OG0004458	Q9BQP7	Q5PRC4
OG0004459	Q9BRG1	Q6NWF4
OG0004460	Q9BZL4	Q08BR9
OG0004461	Q9C0C7	X1WHY6
OG0004462	Q9C0I3	A0A8M1PUE5
OG0004463	Q9GZR1	A0A8M9PPP9
OG0004464	Q9GZU0	Q502N2
OG0004465	Q9H8W4	Q7ZUV1
OG0004466	Q9NQZ6	Q7T3I0
OG0004467	Q9NRS6	A9JT54
OG0004468	Q9NRX5	Q7SZW7
OG0004469	Q9BQ50, Q9NSU2	
OG0004470	Q9UKG1	A0A8M9PV15
OG0004471	Q9UMW8	E7EYZ1
OG0004472	Q9Y6H8	Q8JFD2
OG0004473	A1L190	B3DHF5
OG0004474	A6NKF7	A0A0G2KG51
OG0004475	A6XGL0	Q1LVI2
OG0004476	O14544	E7F166
OG0004477	O15226	A0A0R4IUL8
OG0004478	O15417	X1WHA2
OG0004479	O43752	Q567Y3
OG0004480	O75969, Q5JQC9	
OG0004481	O95363	A8E4Z0
OG0004482	P06454	Q6NV32
OG0004483	P06493	Q7T3L7
OG0004484	P08588	B3DHM6
OG0004485	P24278	A0A8M6YV15
OG0004486	P29274	Q29ST6
OG0004487	P42681	A0A8M1RTJ4
OG0004488	P43694	Q09JY7
OG0004489	P49716	Q8UVY9
OG0004490	P50151	A0A0G2L6W9
OG0004491	Q10713	Q5U3T6
OG0004492	Q14289	A0A8M2B5G2
OG0004493	Q15019	F1QQN9
OG0004494	Q16533	Q7ZUP7
OG0004495	Q53GD3	Q7T2B0
OG0004496	Q53HL2	Q5XLR4
OG0004497	Q53RY4	E7EZ14
OG0004498	Q5JTW2	F1Q543
OG0004499	Q5VVW2	A5PF44
OG0004500	Q86VQ1	A1L1Q3
OG0004501	Q86YW7	C6SUS4
OG0004502	Q8N0U8	Q502B2
OG0004503	Q8N5M4	Q7ZUI3
OG0004504	Q8TAD7	B3DGJ2
OG0004505	Q8WVE0	Q6NYP8
OG0004506	Q8WYQ5	A2BEG3
OG0004507	Q969K4	E7F920
OG0004508	Q99988	A0A8M9PIY4
OG0004509	Q9BX93	F1R147
OG0004510	Q9BXS6	A1L2F3
OG0004511	Q9H6L4	Q08BY8
OG0004512	Q9H9C1	Q5TYV4
OG0004513	Q9NRU3	A0A0G2KKC2
OG0004514	Q9NYK6	Q503Y8
OG0004515	Q9UL25	Q08BX0
OG0004516	Q9ULH4	A0A286Y8D8
OG0004517	Q9ULV1	A0A0R4IVK2
OG0004518	Q9Y233	A0A8M6Z293
OG0004519	Q9Y6A4	Q6PBJ2
OG0004520	O14595	Q6P3I6
OG0004521	O43598	B8A556
OG0004522	O43709	A3KNP4
OG0004523	O75128	E7F568
OG0004524	O75971	Q1LXI0
OG0004525	O94929	A0A8M9QB40
OG0004526	O95926	Q6DGP2
OG0004527	P02748	B8A565
OG0004528	P0CB47, P0CB48	
OG0004529	P19801	A0JMP5
OG0004530	P23919	Q3B752
OG0004531	P28330	Q7ZYX3
OG0004532	P30419	Q4VBR7
OG0004533	P35372	B8JHS2
OG0004534	P48739	F1QRW4
OG0004535	P52945	Q6DC85
OG0004536	P56373	A0A8M9PCJ8
OG0004537	P61925	A0A8M1NWK5
OG0004538	Q02410	A0A8M1Q7S5
OG0004539	Q05195	A2BFZ1
OG0004540	Q2KHN1	A0A8M9Q0M8
OG0004541	Q5TB30	Q803Q4
OG0004542	Q6PIU2	Q6DKF1
OG0004543	Q6YHU6	Q5BLB0
OG0004544	Q7RTS3	Q7ZSX3
OG0004545	Q86VN1	Q7ZVK4
OG0004546	Q86XK2	A0A0R4IXA1
OG0004547	Q8N3U4	A0A0R4IZR5
OG0004548	Q8N6U8	Q90X46
OG0004549	Q8WXE1	Q1LXB1
OG0004550	Q969M7	Q6NY82
OG0004551	Q96A54	F1QJJ9
OG0004552	Q9BRT6	Q3B748
OG0004553	Q9BTM9	F2Z4T6
OG0004554	Q9BYE0	Q90467
OG0004555	Q9H300	A0A8M9PIW5
OG0004556	Q9H867	X1WE47
OG0004557	Q9HA77	E7FC09
OG0004558	Q9HCU9	Q7ZWF8
OG0004559	Q9NP50	Q5RJ79
OG0004560	Q9NRY4	E7F8G5
OG0004561	Q9UHB9	A7YYE9
OG0004562	Q9UIQ6	A0A2R8QBK0
OG0004563	Q9Y574	Q568K3
OG0004564	Q9Y5P3	A0A8M2BLE7
OG0004565	O15198	F1QXZ9
OG0004566	O60573	A1L200
OG0004567	O75056	A0A8M1QUP8
OG0004568	O94905	A3QK16
OG0004569	P13861	A9C3T0
OG0004570	P15428	E7F258
OG0004571	P35269	Q7ZV95
OG0004572	P49207	Q7ZWJ7
OG0004573	Q12802	A0A8M3AWE0
OG0004574	Q13214	A0A8M1NJX9
OG0004575	Q13535	A0A8N7TEF8
OG0004576	Q15031	A7MBM0
OG0004577	Q587J7	A0A8M9PZ22
OG0004578	Q5EBM0	A0A8N7T8K9
OG0004579	Q5JXM2	A0A8M9PQ65
OG0004580	Q5TA50	Q6DBQ8
OG0004581	Q5VXU9	A0A8M9QED4
OG0004582	Q5W0U4	A0A0R4IKS9
OG0004583	Q7L0R7	Q08CG8
OG0004584	Q7L0Y3	B8JM40
OG0004585	Q86UT6	E7FDW7
OG0004586	Q86W74	E7F3W1
OG0004587	Q8IZC4	Q5XIZ9
OG0004588	Q8NCX0	A0A8M6Z0Z0
OG0004589	Q8NHS3	Q0VA82
OG0004590	Q8TAB5	A0A8M3B9G7
OG0004591	Q92484	A0A8M2BHJ3
OG0004592	Q92828	F1QR96
OG0004593	Q969M1	A9JSV7
OG0004594	Q96B01	A3KNR8
OG0004595	Q96DB5	A7MBU4
OG0004596	Q96EG1	A4QP89
OG0004597	Q96JB5	Q6IQA6
OG0004598	Q96M98	Q5U3Q1
OG0004599	Q96NW7	A0A8M2BDH3
OG0004600	Q96S90	Q08CB1
OG0004601	Q96T58	A0A8M9PQS1
OG0004602	Q9BT23	A0A8M3AQP1
OG0004603	Q9BV86	Q6NWX7
OG0004604	Q9BWU0	E7F3T1
OG0004605	Q9H0R4	Q5BJJ5
OG0004606	Q9H115	F1Q9P4
OG0004607	Q9UHK0	A8KB24
OG0004608	Q9Y282	Q803I2
OG0004609	Q9Y5N5	Q6DGP3
OG0004610	A5PLN9	Q6PBY7
OG0004611	O00233	F1R7L1
OG0004612	O15173	Q7SZC7
OG0004613	O43529	Q6AXM1
OG0004614	O43572	F1QDF6
OG0004615	O75078	A0A8M9Q8W9
OG0004616	O75899	Q1LUN9
OG0004617	O94806	E7F9Z2
OG0004618	O95620	Q5RIX6
OG0004619	O95772	Q6DI38
OG0004620	P0DH78	A0A8M3ASU8
OG0004621	O95452, P29033	
OG0004622	P58215	B8A4W9
OG0004623	Q12769	Q6PFK8
OG0004624	Q13164	E9QEY0
OG0004625	Q13617	A0A8M9P612
OG0004626	Q16143	Q7SX92
OG0004627	Q5SWX8	A0A8M1PHG1
OG0004628	Q5THR3	A0A8M1P241
OG0004629	Q6ZVC0	A0A8M2BCP4
OG0004630	Q6ZVT6	F1QDR3
OG0004631	Q7L3B6	A7YY97
OG0004632	Q7L5A8	Q0P3V8
OG0004633	Q86SS6	Q68EH6
OG0004634	Q86W33	Q4V8X0
OG0004635	Q86XE3	A0A8M9Q0E9
OG0004636	Q5SY80, Q86XM0	
OG0004637	Q8IXS8	A0A8M9PVK7
OG0004638	Q8IZ40	Q6P116
OG0004639	Q8N9I5	A0A2R8QL21
OG0004640	Q8NEC7	A0A8M1N6W6
OG0004641	Q8WVJ2	Q6DC89
OG0004642	Q96F63	E7FBN4
OG0004643	Q96GW7	A4JYN2
OG0004644	Q96LJ7	Q6GQN9
OG0004645	Q99712	F1QQH0
OG0004646	Q9BQI4	Q5RI55
OG0004647	Q9H8V3	A0A8M2B2N3
OG0004648	Q9NPQ8	Q642H7
OG0004649	Q9NQP4	F1R0Z8
OG0004650	Q9NY27	Q6P964
OG0004651	Q9Y244	Q6DGT9
OG0004652	Q9Y2B2	A0A8M1P3K2
OG0004653	Q9Y698	Q6PFS3
OG0004654	A1L157	A0A8M2BBV7
OG0004655	O00458	Q1LUD0
OG0004656	O14508	A0A8M3ARE8
OG0004657	O15537	Q6DH01
OG0004658	O43915	Q208T6
OG0004659	O94864	Q5EAS4
OG0004660	P07992	Q6NY87
OG0004661	P0DJH9	E7F3D1
OG0004662	A0A1B0GTR3, P0DPH9	
OG0004663	P19838	A0A0R4IN79
OG0004664	P51687	A0A0R4IKF7
OG0004665	P51970	Q6PC22
OG0004666	Q05329	F1R9E8
OG0004667	Q09327	A0A0G2KRY8
OG0004668	Q13018	A0A8M2B1X5
OG0004669	Q1EHB4	Q7T384
OG0004670	Q3B7T1	A0A0R4IK17
OG0004671	Q3SXY8	Q8JHI3
OG0004672	Q5T0D9	B8A4V5
OG0004673	Q659A1	E7EZF8
OG0004674	Q68D10	Q6DGN6
OG0004675	Q6UW56	A3KNS9
OG0004676	Q7Z2T5	A0A8N7TEL4
OG0004677	Q86VK4	A0A8M3ALU5
OG0004678	Q8IVV8	A8WG59
OG0004679	Q8N302	A0A8M9PIC1
OG0004680	Q8N5M9	Q5XJX0
OG0004681	Q8N8E3	E7EZM2
OG0004682	Q8TBX8	Q6IQE1
OG0004683	Q92504	Q9PUB8
OG0004684	Q96FL9	A0A8M9PHF5
OG0004685	Q96FT9	E7F555
OG0004686	Q99638	F2Z4U5
OG0004687	Q9BU19	A0A8N1YZN8
OG0004688	Q9BW61	Q7T2A3
OG0004689	Q9GZM5	Q803Z2
OG0004690	Q9H2M9	A0A8M6YTS4
OG0004691	Q9NRD0	Q1RLU2
OG0004692	Q9NVE5	F1Q7D2
OG0004693	Q9NX08	A0JMG2
OG0004694	Q9UHY1	A4VCF2
OG0004695	Q9Y3U8	Q6Q415
OG0004696	Q9Y5N6	Q6ZM36
OG0004697	O00548	Q8UWJ4
OG0004698	O43189	A0A8M1RE33
OG0004699	O75643	B0S754
OG0004700	P09544	Q92048
OG0004701	P0DJ93	B8JJV5
OG0004702	P10589	Q06725
OG0004703	P14651	O42368
OG0004704	P29350	A0A2R8Q2T0
OG0004705	P29992	Q5RKP9
OG0004706	P56559	Q6P5M7
OG0004707	P60484	Q7ZZ56
OG0004708	Q08AG7	P0C8Y1
OG0004709	Q12981	A0A0R4IG59
OG0004710	Q14674	A0A8M1Q1L6
OG0004711	Q53HC9	Q5XJP1
OG0004712	Q5T3U5	A0A8M9PSA7
OG0004713	Q6P3W7	A0A8M3AYU4
OG0004714	Q6UX01	Q803C7
OG0004715	Q7Z478	A0A8N7T8I5
OG0004716	Q7Z6R9	Q5RJ20
OG0004717	Q86X83	Q6DH33
OG0004718	Q8IV33	E7F7F8
OG0004719	Q8N5G0	A0A2R8Q9H3
OG0004720	Q8TB40	A0A8M2BAQ5
OG0004721	Q8TCS8	G5CTT5
OG0004722	Q96KP4	A3KQX1
OG0004723	Q96M94	Q6DEL7
OG0004724	Q96NZ1	A2BGM5
OG0004725	Q99470	Q7SXI7
OG0004726	Q99675	Q1JQ68
OG0004727	Q9BRA2	Q6DBT3
OG0004728	Q9BWS9	Q7SYK0
OG0004729	Q9BXJ2	E7F3N3
OG0004730	Q9GZN7	Q7ZVT5
OG0004731	Q9HAT2	Q1LUX8
OG0004732	Q9NU23	Q5RIM0
OG0004733	Q9P1T7	F6NQ15
OG0004734	Q9NPC4, Q9UNA3	
OG0004735	Q9Y5U5	E7F804
OG0004736	Q9Y6E7	F1QHM6
OG0004737	A3KN83	D6RUV3
OG0004738	A6NGB9	A0A8M1RE70
OG0004739	A8MTL3, Q495C1	
OG0004740	O00622	F1QL10
OG0004741	O43681	Q6IQE5
OG0004742	O60931	Q503T0
OG0004743	P01135	A0A8M3B0K7
OG0004744	P05386	Q6P5K5
OG0004745	P30542	B0V2S3
OG0004746	P36021	G8XYX6
OG0004747	P49720	Q7ZUJ8
OG0004748	P51693	A0A0R4IXG2
OG0004749	P54819	Q1L8L9
OG0004750	P56277	A0A0R4IZJ0
OG0004751	Q01954	A0A0G2KIM8
OG0004752	Q05707	A0A8M3AIZ5
OG0004753	Q08648, Q6PDA7	
OG0004754	Q14439	B3DJ51
OG0004755	Q2NL68	X1WDK7
OG0004756	Q53S33	Q6DC87
OG0004757	Q567V2	Q6DGV7
OG0004758	Q6NZ36	A0A8M9QIV5
OG0004759	Q6P6B7	Q1LX89
OG0004760	Q6ZV89	F1Q5B0
OG0004761	Q7RTS1	A0FH50
OG0004762	Q7Z769	Q1JQ66
OG0004763	Q86YH6	Q6DHQ9
OG0004764	Q8IVS8	Q08BL7
OG0004765	A6NKX1, Q8IWN6	
OG0004766	Q8IZD4	A0A8M9Q0R5
OG0004767	Q8N335	Q5XIZ6
OG0004768	Q8TF01	A4IG17
OG0004769	Q8WWB7	Q66HW4
OG0004770	Q92529	A0A8M9PRG3
OG0004771	Q96EX2	A0A8M2BCC1
OG0004772	Q96IV6	Q803P4
OG0004773	Q9BXP2	A2BFP5
OG0004774	Q9H093	A0A8N7TD19
OG0004775	Q9H1K1	Q6DC82
OG0004776	Q9H6T3	F1R498
OG0004777	Q9HAF1	Q6AZD3
OG0004778	Q9Y4Y9	A7E2L8
OG0004779	A2RUB1	E7FFE7
OG0004780	O14810	A0A8M2BKM7
OG0004781	O43847	B0S6B9
OG0004782	O75031	A0A8M6YYV8
OG0004783	O94967	A0A8M1QV96
OG0004784	O95415	E7FAC9
OG0004785	P03999	Q9W6A9
OG0004786	P09630	P15862
OG0004787	P18858	B0S533
OG0004788	P28335	A0A8M1PZA4
OG0004789	P30049	Q6P1J5
OG0004790	P39748	Q6TNU4
OG0004791	P40855	Q561W9
OG0004792	P47775	E7FFG5
OG0004793	P52298	Q8JGR6
OG0004794	P57682	A2BG67
OG0004795	P62760	Q5TZ35
OG0004796	P80188, Q6JVE5	
OG0004797	Q08334	A0FJH9
OG0004798	Q5FYB1	E7F4Z7
OG0004799	Q5JTD7	A0A8M2B2J9
OG0004800	Q5T9L3	F2Z4U3
OG0004801	Q68D91	B0R0T6
OG0004802	Q6X4U4	A7MCD1
OG0004803	Q6ZR08	A0A8M9P5E8
OG0004804	Q7Z7L8	X1WG64
OG0004805	Q86T24	A5PLK1
OG0004806	Q8NDT2	A9JTG8
OG0004807	Q8NER5	A0A8M9PSI8
OG0004808	Q8NFH4	Q6DHK2
OG0004809	Q8TEA1	A0A0R4IAT4
OG0004810	Q8TEX9	F1QIP3
OG0004811	Q8WYR4	A0A0M3HEM6
OG0004812	Q92945	A4QP88
OG0004813	Q96CG3	A0A1D5NSL5
OG0004814	Q96G97	Q32PM4
OG0004815	Q96HI0	F1Q8C1
OG0004816	Q96JK2	Q08BZ1
OG0004817	Q96JP9	Q6B3P0
OG0004818	Q96LR5	Q6DG68
OG0004819	Q96NH3	Q5RHR6
OG0004820	Q99437	F1QYM3
OG0004821	Q9BV40	Q7ZUC1
OG0004822	Q9NPI6	Q803I0
OG0004823	Q9P2L0	B7ZD88
OG0004824	Q9UHB6	Q9DEY8
OG0004825	Q9Y2G3	A0A8M6YVM4
OG0004826	Q9Y399	A1L2B4
OG0004827	Q9Y4G2	A0A8M9Q8H1
OG0004828	Q9Y5Z7	X1WCP5
OG0004829	O00567	Q6DRE5
OG0004830	O14905	B6V3E2
OG0004831	O43310	E7F6H3
OG0004832	O75093	Q3S2J2
OG0004833	O95069	F1QAI2
OG0004834	O95992	Q5PRC0
OG0004835	P16870	Q6NSM5
OG0004836	P24752	Q6AZA0
OG0004837	P50539	P50541
OG0004838	P51809	E9QC42
OG0004839	P98077	A0A8M6YXA6
OG0004840	Q02577	Q6P0A8
OG0004841	Q03828	Q6PFR9
OG0004842	Q13371	F1QTL0
OG0004843	Q13405	A0A8N7T6Q4
OG0004844	Q15560	F1QTS2
OG0004845	Q2M2I8	A0A8M3B6K5
OG0004846	Q4G0A6	F8W526
OG0004847	Q53G44, Q8TCB0	
OG0004848	Q5TGZ0	Q0P405
OG0004849	Q6DN03, Q6DRA6	
OG0004850	Q7L8J4	Q6PFU6
OG0004851	Q7RTM1	Q7ZWK8
OG0004852	Q7Z589	Q7ZUV7
OG0004853	Q8N4C8	A0A8M9QDG2
OG0004854	Q8NCT3	A0A286Y841
OG0004855	Q8NEF3	A0A8M6Z0J8
OG0004856	Q8TBE9	Q502P8
OG0004857	Q8TBZ0	A0A8M9PX44
OG0004858	Q8TC05	Q5RHU7
OG0004859	Q8TCU5	A0A8M3AWH5
OG0004860	Q92888	A0A8M9P7X5
OG0004861	Q99963	A1L2A6
OG0004862	Q9BTC0	A1A5T6
OG0004863	Q9BZJ0	Q803R7
OG0004864	Q9GZV5	Q307I6
OG0004865	Q9H4I9	A0A0J9YJ98
OG0004866	Q9H6E5	Q4KMD7
OG0004867	Q9H8X2	Q4JL91
OG0004868	Q9UJJ9	A0A8M1MZR8
OG0004869	Q9Y252	A0A8M6YW97
OG0004870	A0PJX2	E7FGS2
OG0004871	B4DJY2	A0A2R8PZG0
OG0004872	O15379	Q803C3
OG0004873	O43194	Q7T298
OG0004874	O60381	A0A8M1N6K3
OG0004875	O95210	A0A8M1PYN9
OG0004876	P07492	A8E7H5
OG0004877	P09681	A1DPK4
OG0004878	P13073	Q6TNV0
OG0004879	P20749	E7FFI8
OG0004880	P35452	Q90471
OG0004881	P43268	Q9PUQ1
OG0004882	P49593	A2BE49
OG0004883	P49773	Q642J0
OG0004884	P57678	Q503T2
OG0004885	P61081	A0A0R4IUU4
OG0004886	Q01851	Q7SZN6
OG0004887	Q01974	E7FCE4
OG0004888	Q07864	B0V351
OG0004889	Q13905	A0A8M2BED2
OG0004890	Q14314	Q5TYU3
OG0004891	Q14542	A0A8M1RR41
OG0004892	Q15904	F1R9A7
OG0004893	Q38SD2	A0A8M9QDD6
OG0004894	Q3YBM2, Q96HP8	
OG0004895	Q3YBR2	A0A8M1NHI5
OG0004896	Q4G163	F1QE49
OG0004897	Q63HM9	Q58EK3
OG0004898	Q7RTU4	A3KNX5
OG0004899	Q86WZ0	A0A8M3AJZ3
OG0004900	Q86YS6	Q0P3V5
OG0004901	Q8IWU9	A0A8M1P7E6
OG0004902	Q8IXZ2	E7FH07
OG0004903	Q8N7H5	Q4U0S5
OG0004904	Q8NAA5	A0A8N7UUY9
OG0004905	Q8WUF8	Q7T297
OG0004906	Q96IX5	H0WES8
OG0004907	Q96LR2	A7MC09
OG0004908	Q96MT7	A0A8M6Z5D9
OG0004909	Q96RQ1	Q7T2D4
OG0004910	Q96SL1	Q66I15
OG0004911	Q96T83	F1QI95
OG0004912	Q9BSU1	Q1LV04
OG0004913	Q9NQ11	A1A5E5
OG0004914	Q9P055	Q6DHM8
OG0004915	Q9UBS3	A0A8M2BA15
OG0004916	Q9Y2B1	Q08CD5
OG0004917	A6PVS8	A0A8M1PZD3
OG0004918	B5MCY1	A0A8M1NXB8
OG0004919	O00291	F1R6L2
OG0004920	O15498	Q7ZUN8
OG0004921	O43427	Q7T2B7
OG0004922	O43900	A0A8N7TE34
OG0004923	O60494	A0A8M9PME6
OG0004924	O75607	Q5BLA5
OG0004925	O95831	A0A8M2BCB6
OG0004926	P08253	Q7SZM5
OG0004927	P09669	Q6ZM23
OG0004928	P22914	E9QE97
OG0004929	P58062, Q6IE38	
OG0004930	P61244	P52161
OG0004931	P78504	Q90Y54
OG0004932	Q02127	Q5PR57
OG0004933	Q13099	A0A8M9QJI0
OG0004934	Q16878	Q6NWZ9
OG0004935	Q5VWZ2	A0A8M6YV78
OG0004936	Q6ZMI0	Q5U3A8
OG0004937	Q86YN6	A0A8M3AP47
OG0004938	Q8IXF0	A0A8M6YVR3
OG0004939	Q8TB22	E7F7E2
OG0004940	Q8TC41	Q1LUI6
OG0004941	Q6ZN55, Q8TF50	
OG0004942	Q92797	A0A0R4I9D6
OG0004943	Q96DT6	Q6IQ96
OG0004944	Q96EK6	Q4VBJ4
OG0004945	Q96EV2	A0A8M9PZ99
OG0004946	Q96FE7	Q7SXB3
OG0004947	Q96KP1	Q6PGY8
OG0004948	Q9BUE0	Q7T3H7
OG0004949	Q9C0H2	Q32LT7
OG0004950	Q9H0C8	E7EY20
OG0004951	Q9H0R6	F1QAJ4
OG0004952	Q9H9E1	A2BGZ3
OG0004953	Q9NZJ5	A0A8M2B3B8
OG0004954	Q9P000	A4QN68
OG0004955	Q9UBM1	Q7ZVZ2
OG0004956	Q9UMX3	Q6DC66
OG0004957	Q9Y262	Q7T2A5
OG0004958	Q9Y4B5	A0A8M2BIS7
OG0004959	Q9Y4D8	A0A8M3B4L0
OG0004960	Q9Y4X4	A7MBV2
OG0004961	O00559	Q7ZWA8
OG0004962	O43516	A0A8M1QUR0
OG0004963	O43896	A0A8M3B025
OG0004964	P17542	O93507
OG0004965	P21731	T2HVK6
OG0004966	P24844	Q6NVA6
OG0004967	P30050	Q7ZUG1
OG0004968	P41968	F1QQG9
OG0004969	P42677	Q6PBT1
OG0004970	P48506	Q6NV35
OG0004971	P55072	Q7ZU99
OG0004972	P55884	X1WET9
OG0004973	Q15334	A0A8M2BBF6
OG0004974	Q15555	A7MC00
OG0004975	Q3C1V8	Q6R3Q6
OG0004976	Q5VVH5	Q501X6
OG0004977	Q6P158	A0A2R8Q3V8
OG0004978	Q6P4H8	E7EXV0
OG0004979	Q7Z3V4	A0A8N1YZY7
OG0004980	Q86U38	E7EZJ0
OG0004981	Q8IY31	Q66I67
OG0004982	Q8IYD8	A8QLH8
OG0004983	Q8N2A8	A3KNW0
OG0004984	Q8N8Q1	Q66HZ6
OG0004985	Q8NB37	Q3B7H1
OG0004986	Q8NE62	E7EY13
OG0004987	Q8TF17	A0A8M2BKM4
OG0004988	Q8WUU4	Q1LUX5
OG0004989	Q96C57	A9C3N6
OG0004990	Q96C92	A2CE83
OG0004991	Q96RS6	Q503C8
OG0004992	Q99217, Q99218	
OG0004993	Q9BR77	A0A8M6YYE2
OG0004994	Q9BTD8	Q6DRG1
OG0004995	Q9BXJ7	A0A8M9QAN8
OG0004996	Q9HAV4	A0A8M6Z413
OG0004997	Q9NPJ6	Q561X3
OG0004998	Q9NR33	F1RCI6
OG0004999	Q9NYN1	Q7SZ59
OG0005000	Q9Y272	Q6PHV8
OG0005001	Q9Y2F9	A0A8M2BG55
OG0005002	A0A0A0MT84, A0A0A0MT97	
OG0005003	O43809	Q7T3C6
OG0005004	O60894	Q6DGA3
OG0005005	O94826	Q6PBY6
OG0005006	O95965	Q4VBJ0
OG0005007	P04181	F8W5L3
OG0005008	P28336	A0A8N7UR00
OG0005009	P37108	Q4V9I5
OG0005010	P42331	A0A8M2BCD9
OG0005011	P67775	A0A8M9PI57
OG0005012	Q13395	A0A8M1QV42
OG0005013	Q15078	F1Q6W4
OG0005014	Q16828	Q7T2L8
OG0005015	Q3SYG4	A0A8M3AT49
OG0005016	Q562E7	E7FEV0
OG0005017	Q6AI14, Q9UBY0	
OG0005018	Q6P2D8	A0A8M1RFR4
OG0005019	Q7L2E3	A0A8N7TE51
OG0005020	Q7RTV5	A0A8M3AUW1
OG0005021	Q86XK3	B7ZD04
OG0005022	Q86XP3	F1QSB8
OG0005023	Q8IYR0	A2RV06
OG0005024	Q8N7M0	Q66IC8
OG0005025	Q8N8Z6	F1QGI1
OG0005026	Q8WUJ0	Q503G4
OG0005027	Q92834	F1QM29
OG0005028	Q96CW5	F1QA15
OG0005029	Q96DZ1	Q803G0
OG0005030	Q96S55	Q6NW46
OG0005031	Q9BUM1	A1A5Z0
OG0005032	Q9BX63	B7ZDD5
OG0005033	Q9H2P9	A0A0R4IU56
OG0005034	Q9H9Y2	Q6IQU6
OG0005035	Q9NNZ3	Q7ZUS6
OG0005036	Q9NQZ5	A0A8N7UVX5
OG0005037	Q9NUM4	Q1LWC2
OG0005038	Q9NXW9	A0A8M1P7U9
OG0005039	Q9Y2W3	A0A8M9Q7D0
OG0005040	A2CJ06	A2CI97
OG0005041	O15294	A0A0R4IVJ0
OG0005042	O75208	A5PLI6
OG0005043	P07954	Q7SX99
OG0005044	P11150	Q7T359
OG0005045	P23942	Q66HW7
OG0005046	P28065	Q9PUS3
OG0005047	P36955	Q66I20
OG0005048	P48637	F1RC64
OG0005049	P53680	Q6PEJ2
OG0005050	P57078	Q8JHU3
OG0005051	P62495	Q803E5
OG0005052	Q00169	A0A8M1RHH5
OG0005053	Q08623	Q503F9
OG0005054	Q13464	A0A8M9PRV2
OG0005055	Q14232	A0A0R4ILD9
OG0005056	Q15637	A0A0R4IBT0
OG0005057	Q49MI3	A4QNW6
OG0005058	Q53R41	E7F8W7
OG0005059	Q5VU97	E7F5Q0
OG0005060	Q66K41	A0A8M1QV45
OG0005061	Q6PI78	B3DHU2
OG0005062	Q7Z3Z2	A1L2C8
OG0005063	Q7Z418	D7NVC0
OG0005064	Q86X45	B3DH20
OG0005065	Q8IWE4	A7MD57
OG0005066	Q8IXT1	A0A8M9PPZ6
OG0005067	Q8IZD0	A0A8M1RMD2
OG0005068	Q8NA31	Q1LX29
OG0005069	Q8NC69	Q6DG99
OG0005070	Q8NEA6	A0A8M6Z1B7
OG0005071	Q8NF37	Q1LWG4
OG0005072	Q93015	A0A8M9QIZ4
OG0005073	Q969Z4	Q6NZ11
OG0005074	Q96A47	P53406
OG0005075	Q96DP5	A5PL71
OG0005076	Q96E14	A0A0R4IUC9
OG0005077	Q96EV8	Q7ZWE6
OG0005078	Q96FV3	A0A8M9QAV9
OG0005079	Q96MR6	A0A8M9PBZ0
OG0005080	Q96QC0	A3KPX4
OG0005081	Q96SJ8	A0A8M2B5N2
OG0005082	Q99519	Q1LWP9
OG0005083	Q9BQ15	A0A8M2BK34
OG0005084	Q9BTW9	A0A0R4IXD9
