Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0002207	P59074, Q9H444	Q6IQ73
OG0002208	Q9NZU1	F1QF54, A0A8M9PLL4
OG0002209	Q9ULU8, Q86UW7	A0A8M2BDP0
OG0002210	O60941, Q9Y4J8	A0A8M9PE99
OG0002211	O95841	Q5KQU0, A0A8M1NV56
OG0002212	Q6P575, P08236	F1QGS9
OG0002213	P35626, P25098	A0A2R8QPB8
OG0002214	P35716	Q9I9C7, Q9I9C8
OG0002215	Q99650, P42702	A0A8M9PZC1
OG0002216	P55085	I3IRY7, A1A5V5
OG0002218	Q9NZL6, Q3MIN7	Q6P112
OG0002219	P22760, Q6P093	E7F2W1
OG0002220	Q9BTN0	A8WGA3, E7FB24
OG0002221	Q8IWX7, Q9H3U1	Q6DGE9
OG0002222	Q15916, Q9HCK0	B0JZM7
OG0002223	Q9NPB9	A0A8M2B9G9, A0A8M2BAW7
OG0002224	Q9H7M6, Q9P217	B8JLP8
OG0002225	Q9Y2I2, Q96CW9	A0A8M3B6S1
OG0002227	A6NKD9	Q0P485, Q6DHL7
OG0002228	Q8WYA1, O00327	Q9I879
OG0002229	O95294	A0A8M2BLQ5, A0A8M9QJD5
OG0002230	P36575	Q6PBM9, Q6DH07
OG0002232	P49761, P49760	Q1L8U4
OG0002233	Q12809, Q9H252	A0A8M6YY94
OG0002234	Q13461, O00358	A0A8M2B6T0
OG0002235	Q15797, Q99717	Q9W7E7
OG0002236	Q53RE8, Q8N7Z5	A9C3P2
OG0002237	Q7Z7G0	A0A2R8RYU1, A0A8M3AW52
OG0002238	Q96IM9, Q8WWB3	A0A8M3ARM9
OG0002239	Q8WX77, Q16270	Q6NW92
OG0002240	Q96CM3	Q6DBR0, A0A8M9PM74
OG0002241	Q9BUH8	A0A8M2BHI1, A0A8M9PNZ1
OG0002242	Q9GZN6, Q9H2J7	Q1LVQ4
OG0002243	Q9GZT9	E7F518, F6P6J7
OG0002244	Q9UBS5	A0A8M2BHH0, A0A8N7UVF8
OG0002245	Q9Y305	F1R961, Q32PS1
OG0002246	Q6ZT62, Q9Y3L3	E7FFF8
OG0002247	A6NNN8	A0A8M9PPQ5, A5WVQ9
OG0002248	O43736, Q9Y287	Q803H7
OG0002249	O60462	Q6T867, Q6T868
OG0002250	P04792, Q14990	A4VAK4
OG0002251	P27216	Q4VBH6, Q6PHG3
OG0002252	Q99611, P49903	Q7ZW38
OG0002253	Q01581, P54868	A0A8M1PIL7
OG0002254	P55042, Q8IYK8	A0A8M9PNL4
OG0002255	Q15768	Q90Z31, A0A2R8RI02
OG0002256	Q24JQ0	A0A8M3B218, A0A8M3ANS5
OG0002257	Q96S42	Q7ZZT5, O13144
OG0002258	X6R8R1, Q9BQS2	A0A8M3AYL5
OG0002259	Q9H2Z4	A8KB41, Q9I8L7
OG0002260	Q9HAW0	A8KBY2, A0A0G2L8U4
OG0002261	Q5T4I8, Q9NX07	Q4KM14
OG0002262	Q9UK55	A4IG87, A0A8M3AK66
OG0002263	Q9ULI2, Q8IXN7	Q66HZ2
OG0002264	Q96GD3, Q9UQR0	A0A8M3B461
OG0002265	Q9Y2J0	A0A8M2BJS5, A0A140LH42
OG0002266	O95628	Q7SYD1, A0A286YAE5
OG0002267	P00738, P00739	A0A8M9QD27
OG0002268	Q6UW60, P09958	F1QKU2
OG0002269	P10620	B0R1E9, Q5XJJ0
OG0002270	P46098	A0A8M3APG6, A0A8M3AM85
OG0002271	Q14451, Q13322	A0A8M9P869
OG0002272	Q8N5F7, Q5M9Q1	Q6DRM1
OG0002273	Q66K66	Q498W5, F1RBN9
OG0002274	Q7Z2K6	A0A8M1REA1, A0A8M2BL61
OG0002275	Q86UN3	Q6WZD1, Q6WZD3
OG0002276	Q8TB05	Q6DGM1, Q1JQ18
OG0002277	Q9C0D2, Q96MC4	A0A8M9PCQ3
OG0002278	Q9H5V8	A0A2R8PY98, Q58EM7
OG0002279	Q9H9S3, P61619	Q90ZM2
OG0002280	Q641Q2, Q9Y4E1	A0A8M2B2V0
OG0002281	O43663	A0A8M9PY83, Q802Y9
OG0002282	P40261, O95050	F1QUL7
OG0002283	O95388	A8WG98, D0E2W1
OG0002284	O75828, P16152	Q7SYD0
OG0002285	P50895	A0A8M2B4H6, A0A8M9P7D1
OG0002286	P55197, P55198	A0A8M6YVP0
OG0002287	P62854	Q6PBZ2, Q6P6E2
OG0002288	Q16576, Q09028	Q6P3H7
OG0002289	Q9Y613, Q2V2M9	A0A8M9PK03
OG0002290	Q86UE4	F1QAS0, A0A8M6YWB0
OG0002291	Q8IXM6	Q1L911, A0A8M9PWU7
OG0002292	Q8WUE5, Q9BXT6	Q08BA5
OG0002293	Q8WXD0	F8W5N7, A0A0R3P9B9
OG0002294	Q96NL1	A0A8M2B4L6, A0A8M2BHH4
OG0002295	Q99731	A0A8M1P631, F6P784
OG0002296	Q99829, O75131	F1Q9D2
OG0002297	Q93088, Q9H2M3	Q32LQ4
OG0002298	Q9NVA2, Q14141	A0A8M2BKJ6
OG0002299	O00337, O43868	A0A8M2B698
OG0002300	O14920	A0A8M1NIE6, A0A8M9PWC7
OG0002301	P11511	O42145, A0A8M9PGW6
OG0002302	P32745	A2BHH9, A0A0R4IDG1
OG0002303	A6NDN8, P62861	Q6PC01
OG0002304	Q1KMD3, Q00839	Q5RHQ7
OG0002305	Q9H7F4, Q8NFB2	Q7SYC7
OG0002307	P24855, Q92874	Q6DG72
OG0002308	Q9UKT7, Q9UKT6	Q5XJ37
OG0002309	P09486, Q14515	Q6IQH0
OG0002310	P14902, Q6ZQW0	A2Q0R5
OG0002311	Q99075, P15514	A9JRW9
OG0002312	P29353, Q6S5L8	A0A8M6Z1Z9
OG0002313	Q9NP91, Q695T7	A5D6R9
OG0002314	Q6P1J6	A0A8M9PTB0, A0A8M6YVU4
OG0002315	Q86VZ6	Q49TU3, A0A0R4IVX5
OG0002316	Q9BQK8, Q92539	A0A8M2BAN1
OG0002317	Q14CZ0, A0A7P0TBJ1	F1Q4T4
OG0002318	P43681, Q15822	Q1RLX8
OG0002319	P48065, Q9NSD5	A0A8M1REL7
OG0002320	Q5BKX8	Q5PQY9, A1L260
OG0002321	Q6MZW2, Q8N475	B3DH26
OG0002322	Q96CX2	Q561T3, Q804Q4
OG0002323	Q9BWM7, Q9H9B4	F1R5W5
OG0002324	P17812, Q9NRF8	Q6PEI7
OG0002325	Q9P2J5	A0A8N7T837, A0A8M9QBR0
OG0002326	A6NHN0	E7FAJ7, A5PN28
OG0002327	P23258, Q9NRH3	Q7ZVM5
OG0002328	P57737	A0A8M1RN75, Q4KMD0
OG0002329	Q2LD37	B8JIA1, A0A0R4IES7
OG0002330	Q2NL67	A0A8M9PA10, A0A8M6YTJ6
OG0002331	Q15375, Q5JZY3	Q5VSJ4
OG0002332	P0C091, Q5SZK8	B6IDE7
OG0002333	Q7L1V2	A0A8M9QE07, E7EY38
OG0002334	Q5BKY9, Q8N9E0	A1A5I1
OG0002335	Q96PB8	A3KNN3, Q5RHE5
OG0002336	Q8N5S1, Q9BV35	Q5PNM8
OG0002337	Q9H2L5	A0A8M9QJE4, B8JII7
OG0002338	P27701	Q7T2E0, F1Q6P4
OG0002339	P41231, P51582	A0A8M2BL13
OG0002340	Q13363, P56545	Q1RLQ4
OG0002341	Q16610	A0A0R4IMZ6, A0A0R4IIK5
OG0002342	Q68CZ1, Q96KN7	E7F4E7
OG0002343	Q8IXP5	A0PJS5, A0A8M9P753
OG0002345	Q96MU8, Q8NCW0	B0BLV6
OG0002346	Q92543	B3DJX2, A0A8M9PUQ6
OG0002347	Q96KN1	Q568P3, Q1LYM4
OG0002348	Q96Q45	Q66IE4, F1Q930
OG0002349	Q9H246	Q6AZ99, Q66I00
OG0002350	Q5TEA6, Q9UBV2	Q5RIK6
OG0002353	A6QL63	Q1LVW0, P0C7A6
OG0002354	P18848	Q6NW59, A7MBV8
OG0002355	P19237	Q5PR62, A0A8N7TEP8
OG0002356	P35346	Q6NV10, A0A8M9QBN7
OG0002357	P46020, P46019	A0A8M9QI67
OG0002358	P48039, Q13585	A0A8M9PN98
OG0002359	Q16206	A0A8M9PN53, E7EZB6
OG0002360	Q6BEB4	B0S6I8, F1Q751
OG0002361	Q6WCQ1	A0A8M3AQE4, A0A8M3BDY0
OG0002362	Q86VP1	Q1LWB0, Q6P132
OG0002363	Q8N699	E7FG94, Q5SNQ9
OG0002364	Q8TDB6, Q8N9I9	F1QUJ1
OG0002365	Q96RV3, Q9H6A9	A0A8M3BET8
OG0002366	Q9BTV7	A0A8M9Q830, E7F0B6
OG0002367	Q9BYT1	Q6DHM5, E9QCB4
OG0002368	Q9NXG6	A1L1Q9, X1WG80
OG0002369	O14974, O60237	Q6DRG7
OG0002370	O60478	E7F594, E7FD37
OG0002371	P01588	Q2XNF5, A0A8M9QCG3
OG0002372	P05452	A0A8M9PDC0, E7F0Y1
OG0002373	P78368, Q9Y6M4	A0A8M2BIW9
OG0002374	Q15036, Q8N9S9	Q5RID7
OG0002375	Q6GTS8	Q08BB2, Q32LT9
OG0002376	Q8N680	A0A8M3AXU4, F1QX23
OG0002377	Q969F2	A4ZNR4, A4ZNR5
OG0002378	Q96HH4	A0A8M1P8M9, E7EZZ8
OG0002379	Q96J92	A0A2R8QPF3, A0A8M9PWP2
OG0002380	Q99558	E7FEY1, A0A8M9PUL9
OG0002381	Q9BZV3	A0A8M3B5Q4, A0A8M6Z0H2
OG0002382	Q9NRN5	Q29RB4, Q0P3W2
OG0002383	Q9NZF1	A2VD52, Q498P1
OG0002384	O43374, C9J798	A0A0R4IE78
OG0002385	O43903, Q86XJ1	A0A8N7TCV0
OG0002386	O60861	A0A8M9QIX8, A0A8M1RHJ5
OG0002387	O76093	Q5TKR8, Q5TKR7
OG0002388	Q9NTQ9, O95377	B3DIR8
OG0002389	Q7L622, Q9BWX1	Q8AW58
OG0002390	P15170, Q8IYD1	Q68EH0
OG0002391	Q8IZ20, O75626	Q68EH4
OG0002392	Q8NHG8	A7E2J2, Q08CN9
OG0002393	Q5VU65, Q8TEM1	F1QC46
OG0002394	Q9BZE0	A0A0R4IE83, F1Q792
OG0002395	Q9P2F9	A0A8M1QKV7, A0A8M2BLK1
OG0002396	A6NK59	A0A8M9QM58, A0A8M9PG42
OG0002397	P07996	A0A8M1RT39, F1QL35
OG0002398	P08118	A0A8M1RME2, A0A8M9PP03
OG0002399	Q16563	A0A8M6Z851, F1Q7F9
OG0002402	Q75V66	A0A8M2BGR8, A0A8M9P700
OG0002403	Q8IUM7	Q1ECW2, E7FFX1
OG0002404	Q8NDX6	A0A8M2B9H4, A0A8M9QLS0
OG0002406	Q9H0F6	A9JTG5, X1WDE8
OG0002407	O94819, Q96G42	A0A0G2KCC7
OG0002408	P05177, P04798	Q8UW07
OG0002409	P98194, O75185	F1REJ1
OG0002410	Q05209, Q9Y2R2	Q6PEI4
OG0002411	Q96RP8, Q09470	E7FFE9
OG0002412	Q5VZY2, Q8NEB5	A0A8M1RRC7
OG0002413	Q86XD5	A0A8M3ATB3, A0A8M6YUQ2
OG0002414	Q8N3T1, Q8N4A0	Q5CZV4
OG0002415	Q8TAX0, Q8N2R0	Q5XJQ7
OG0002416	O75815, Q9BRG2	F1R3Z4
OG0002417	Q9BTL4	E7F7B8, B7SXM5
OG0002418	Q9NQX7	Q6DGT2, A0A8M9QGD2
OG0002419	Q9UL54, Q7L7X3	A0A0R4IP53
OG0002420	A4D1S5	A0A8M3AWA3, A0A8M6YWK8
OG0002421	A9QM74, P52292	Q6DI01
OG0002422	O15399, Q12879	A0A8M9PXD6
OG0002423	O75494	Q7SZS0, A0A8M6YVI4
OG0002424	P02747, P02746	Q5XJ71
OG0002425	Q16602, P30988	Q68EK2
OG0002426	Q6VY07	A0A8M2BJG8, A0A8M6Z5I7
OG0002427	Q9NR83, Q6ZNC4	Q1LY51
OG0002428	Q70EL1	A0A140LGR1, A0A8M3B4R1
OG0002429	Q9UKA4	A0A8M6Z8J5, A0A8M1PZB7
OG0002430	Q9ULL5	A0A0R4IRJ4, X1WDQ3
OG0002431	P49590, P12081	E9QI36
OG0002432	P36544, Q494W8	Q800C7
OG0002433	P48729, Q8N752	Q8JHE0
OG0002434	Q8IZA0, Q5VV43	A0A8M2B6J5
OG0002435	P00374, Q86XF0	Q6IQS4
OG0002436	Q8N4J0	A0A8M9PY64, A0A8M2BJ21
OG0002437	Q92974	A0A8M9PRC8, A0A8M9PUS2
OG0002438	Q9BY66, P41229	B0S6L0
OG0002439	Q9HBG6	Q6NYH1, A0A8M6Z5G8
OG0002440	Q9NRD9, Q9NRD8	A0A8M6YYK2
OG0002441	Q9NWM3	A3KNN4, A0A8M2BGJ9
OG0002442	Q9UHD0, Q9NYY1	Q4LDR4
OG0002443	O43586	Q1LX61, Q2YDR2
OG0002445	O75150, Q5VTR2	F1R926
OG0002446	Q86UN2	A0A8M9Q3H6, Q6WZD2
OG0002447	Q8NE01	A0A8M3AX15, A0A8M1RMB4
OG0002448	Q92802, Q5TBK1	A0A0R4IMJ9
OG0002449	Q9BVC6	B8A638, A0A0R4IJB1
OG0002450	Q9BWL3	Q3B7P4, A0A8M9PHX2
OG0002451	Q9H078	A0A8M3AT32, A0A8M9PCM6
OG0002452	C9JLR9, Q9BUA3	A0A2R8RML6
OG0002453	O75159, Q8WXH5	A0A8M2B3H1
OG0002454	P20941	F8W512, Q5RI07
OG0002455	P25490	A0A8M2BHN0, Q7T1S3
OG0002456	P31275	A2BE68, Q9YGT0
OG0002457	P56202, Q9UBX1	F1RE14
OG0002458	Q13432	Q1RM42, F1QE32
OG0002459	Q9NXC2, Q3B7J2	E7FCE9
OG0002460	Q49AG3, Q8IZ13	A0A8M6YX50
OG0002461	Q8N4P2, Q86WT1	A7YE96
OG0002462	Q96EL1	F1QR98, F1QPR4
OG0002463	Q9BXT2	E7F9M5, Q1L8R4
OG0002464	Q9H3T3	A0A8M9PS42, A0A286Y9T7
OG0002465	Q9UJW9, Q9UHV2	B8JMC2
OG0002466	Q13107, Q9Y4E8	E7EZD6
OG0002467	Q6ZUV0, O00154	A0A8M2BEP9
OG0002468	P0C2L3	E9QH86, A0A286YBQ4
OG0002469	P27797	A0A0R4IL29, Q6PE26
OG0002470	P38405, Q5JWF2	Q5U3H6
OG0002471	Q12951	Q7T1C0, A3KNJ3
OG0002472	Q14129, Q9BY27	Q6TH21
OG0002473	Q14153, Q6NSI3	F1QN48
OG0002474	Q5SVS4, O95258	A0A8M6Z2Y9
OG0002475	Q8IUQ0, Q5SYC1	Q5SPP0
OG0002476	Q8IV32, Q8N9Z2	Q1LVR7
OG0002477	Q8IWG1	A0A0G2KIZ8, A0A8M6YVX9
OG0002478	Q8IZN3	E9QCD3, A0A8M1NA34
OG0002479	Q8WXH0, Q8NF91	A0A8M3AR55
OG0002480	Q96RE7	A0A8M6YZ89, A0A8M9Q501
OG0002481	Q9H7U1	A0A8M9QJ31, A0A8M9Q2J6
OG0002482	Q9HCE6	A0A8M9Q3S0, A0A8M3BDR1
OG0002483	A6NNX1	A0A8M1RMK4, H9GZ74
OG0002484	P55073	A0A3G0ZGD9, A0A8M1P485
OG0002485	Q5VYK3	A0A8M9PPD7, B8A5L1
OG0002486	Q6NYC8, Q4KMQ1	A0A8M2BCS9
OG0002487	Q9BXS1, Q13907	F1QVG2
OG0002488	Q9UBW8, Q9H9Q2	F6PBL6
OG0002489	Q9Y2R0	A8KB87, X1WFF5
OG0002490	P51864, P13385	F1Q691
OG0002491	P35318	E7F5V1, A0A8M9Q9S2
OG0002492	P49146	A0A8M1Q254, E7F951
OG0002493	P49279, P49281	Q1RLY4
OG0002494	Q7Z3B3	F1QUH6, A0A8N7TF07
OG0002495	Q8TDB4	A0A8M2B6I0, A0A8M3AS86
OG0002496	Q969Q1, Q9BYV2	Q5RHH1
OG0002497	Q96ET8, Q9NYZ1	Q4VBU3
OG0002498	Q9BXF9, Q96M29	E7F7G5
OG0002499	Q9P0K8, Q9UPW0	A0A2R8Q307
OG0002501	Q96PU9, A8MYP8	A3KQA5
OG0002502	O15484, Q9Y6Q1	A0A8M3ATX3
OG0002503	O95630	Q6TH47, Q2YDQ9
OG0002504	Q9BS40, P49788	Q5PR40
OG0002505	Q5VVM6	A0A8M2B955, E7EYR5
OG0002506	Q8IZX4, P21675	A0A8M9Q3C1
OG0002507	Q6P1Q9, Q96IZ6	A8KBL7
OG0002508	Q05D60, Q96MT8	Q6PGZ0
OG0002509	Q9H0R3	A0A8M1RHV5, Q5CZS9
OG0002510	Q9UPQ0	A0A8M2BLT1, A0A8M9PZJ6
OG0002511	O94933	A0A8M9PFM3, B0S7B6
OG0002512	P57735	F1Q9W8, Q1LVA5
OG0002513	Q6A1A2, O15530	Q6NZV1
OG0002514	Q6DN14	A0A8M3B9W7, A0A8M1RRA4
OG0002515	Q92576, Q6ZMY3	B8A483
OG0002516	Q8N7P1	A0A8M1RIN8, A0A8M2BKB8
OG0002517	Q8NCQ5	F1RC48, A3KNG1
OG0002518	Q96JB1, Q8TE73	A0A8M9PDG5
OG0002519	Q9NZH0	X1WEL2, A0A8M2B722
OG0002520	Q5JSJ4, Q9UL03	B0UYL7
OG0002521	P19544	Q9PUT7, A0A8M2B680
OG0002522	O95665, P30989	E7EZ19
OG0002523	Q16613	Q6V7J8, Q9PVD7
OG0002524	Q68D85, Q9BX59	A0A8M1QHB2
OG0002525	Q6T4P5	B0V0Y5, A0A8N7TEN8
OG0002526	Q99704	F6P620, Q6NY95
OG0002527	Q9BUL5	Q5BJ10, Q7SXB5
OG0002528	Q9NP61, Q8N6H7	A0A8M2B5S0
OG0002529	Q5XX13, O95170	E7FEU4
OG0002530	P0CK96, P0CK97	A0A8M9QAA2
OG0002531	Q4VC12	A0A8M9P6A2, F1RC59
OG0002532	Q6NUM6, Q9NV66	Q08C92
OG0002533	Q709F0, Q6JQN1	Q7ZVN9
OG0002534	Q8TCU4	A0A8M9Q132, F1QF92
OG0002535	Q96A19, Q68D86	Q6NZW0
OG0002536	Q96MV1	A0A8M1NG98, A0A8M2B9S8
OG0002537	Q9NS64	Q502I1, Q6PBK8
OG0002538	A0A8I5KQE6, P08865	Q803F6
OG0002539	C9JJ37, Q96Q07	A0A8M9Q9R1
OG0002540	O95150, O43557	A0A8M9Q7U7
OG0002541	O94925, Q9UI32	Q1LWI2
OG0002542	O15197, P29323	A2CEJ3
OG0002543	P47804	Q567Y2, Q6DH22
OG0002544	Q13950	A0A8M1PMM2, Q6U1J2
OG0002545	Q5T1M5	A0A0R4IUL0, A0A8M9PXU5
OG0002546	Q68EM7	F1R7M1, A0A8M3AXW1
OG0002547	Q9BRK4	E7EYJ6, B8A6E8
OG0002548	Q6ZMD2, Q9H2V7	Q7ZU13
OG0002549	Q9NR63, Q6V0L0	Q6EIG3
OG0002550	A0A1B0GWG4, A2A2V5	A0A8M1PSY6
OG0002551	Q6ZVS7, A6NL82	E7FBI9
OG0002553	Q9P0M2, P0CW23	A0A8M9PHQ3
OG0002554	Q9Y2T4, Q00005	A0A2R8Q610
OG0002555	Q13224	A0A8M9Q0I1, A0A8M9PZ50
OG0002556	Q7LGC8	A8WFU7, B8A5X2
OG0002557	Q7Z5H3	A0A8N7UVV5, E7F065
OG0002558	Q96EF0, Q9Y217	Q803S4
OG0002559	Q99684	Q7SZV1, Q501T1
OG0002562	Q6ZVD8, O60346	A0A8M3AN82
OG0002563	O75175	F1Q4L8, Q7ZVL4
OG0002564	O94983	A0A8M9PHT2, A0A8M2BID3
OG0002565	P10767	Q5TLE1, Q2LGG1
OG0002566	Q14247, P14317	A0A0R4I9Q9
OG0002568	Q5R3F8	A0A8M6YV52, A0A8M2BBL4
OG0002569	P23515, Q68CR7	E7FDN5
OG0002570	Q96K12, Q8WVX9	A0A8M2BLL5
OG0002571	Q8N2H9, Q96FA3	A4QN36
OG0002572	P20132, Q96GA7	A0A8M9PEB6
OG0002573	O95714, Q9BVR0	A0A8M9QG78
OG0002574	O75830, Q99574	B3DJI9
OG0002575	P00441	A0A8M1PV78, O73872
OG0002576	P02763, P19652	A0A8M1NXE0
OG0002577	P35523	F1Q5M3, A0A8M9P896
OG0002578	Q05469	A3KPJ7, A0A8M3AJ48
OG0002579	Q13751	A0A8M2BLN7, A0A8N7UVR1
OG0002580	Q14320, Q9Y247	Q568K9
OG0002581	Q17RB8	A0A8M9PR91, F1QJQ0
OG0002582	Q8NHU6	E7FDW8, A6NAF9
OG0002583	Q92536, Q9UM01	Q59I64
OG0002584	Q9Y6X9, Q86VD1	Q68EG7
OG0002585	P27635, Q96L21	Q7ZV96
OG0002586	P57727	A0A8M2BI86, A0A8M9QK25
OG0002587	Q2WGN9, Q9UQC2	A0A0R4I9X7
OG0002588	Q5SRH9	A0A8M2BLZ2, A0A8M2BE96
OG0002589	Q5TF21	A0A8M2B9B5, X1WHG9
OG0002590	Q8TE59, Q8TE56	A0A8M9QHG7
OG0002591	Q15113, Q9UKZ9	Q7SY25
OG0002592	Q9UNF0, Q9BY11	Q4V920
OG0002593	P08670, P48681	Q9YHX5
OG0002594	Q02447	A0A8M2BD33, A0A286YA94
OG0002595	Q03167, P17813	A0A0H3UK16
OG0002596	Q659C4, Q6PKG0	A0A8M9P457
OG0002597	Q8WWF5, Q9H6Y7	A0A8M2BCW7
OG0002598	Q92993	A0A8M9QDW0, Q6DHD0
OG0002599	Q9C0C9	A0A8M3B1J4, A0A8M2BJ00
OG0002600	P46783, Q9NQ39	Q7T1J9
OG0002601	Q9NYD6, P28358	Q90469
OG0002603	P18509	Q98TU3, Q5XJ29
OG0002604	Q5W0B7	A5WVU6, A0A8M9QI36
OG0002605	Q66K74	B0S6B4, A0A0R4ISC3
OG0002606	Q6ZTK2, M0QZD8	A0A8M9PD97
OG0002607	Q8TF76	A0A8M6YZ20, A0A8M9PZA1
OG0002608	Q92804, P35637	F1R0M4
OG0002609	Q96L96	A0A8M9PZ45, A0A8M9Q9T8
OG0002610	Q96Q91, Q9Y6R1	A0A8M3ASQ6
OG0002611	Q9BZ23, Q9H999	B8A4W8
OG0002612	Q9NZ20	E7F718, Q32PR6
OG0002613	P00367, P49448	Q6NZ29
OG0002614	P21583	Q56JH5, Q56JH6
OG0002615	P22001	A0A8M9Q783, A0A8M2BLG6
OG0002616	Q9C0D7, Q5HYM0	A0A8M2BCG1
OG0002617	Q702N8	A0A8M3ANJ7, Q5PZ43
OG0002618	Q8IW00	A0A8M9PXU0, A0A8M9Q8Q6
OG0002619	Q9UMN6	F8W580, A0A8N7TDQ0
OG0002620	Q9UPZ9, P20794	F1QUT2
OG0002621	A1L1A6, Q8WZ75	F1RE66
OG0002623	O00482, Q13285	Q90YL6
OG0002624	P08138	E7FGW0, E2DGP8
OG0002625	P40879	Q1RLN9, B6DUH7
OG0002626	P57789	A3QJX1, A0A8M2BH55
OG0002627	P45973, Q13185	F1QNF2
OG0002628	Q5SV97	B5DE32, A0A8M9PTI2
OG0002629	Q7Z7G2	D2K292, Q08BK6
OG0002630	Q9H6R0	A0A8M9P7M4, X1WET4
OG0002631	Q9NNX1	A0JML6, Q1L8T4
OG0002632	Q9NT22	A0A8M2B8R1, A0A8M9PS18
OG0002633	Q9P243, Q5SVQ8	F6PFI6
OG0002634	P04196, Q9UGM5	A5D6T5
OG0002635	Q9UPC5	Q6XCC7, B0S6P9
OG0002636	P16949	Q1RLQ1, Q568Q7
OG0002637	P18031	A0A8M9Q9V6, A0A8M1P706
OG0002638	P48165	A0A8N1Z0D3, Q503J6
OG0002639	Q9UHB7, P51825	A0A8M2BL85
OG0002640	Q05084, Q8NDH6	Q6DHA0
OG0002641	Q6GMR7	Q6DH69, Q05AM4
OG0002642	Q8NFW8	Q0E671, H9BFW7
OG0002643	Q96ED9, Q9UJC3	Q5TZ80
OG0002644	Q9Y543	A0A8M9QIL4, Q0P454
OG0002645	O00308, Q9H0M0	F6P346
OG0002646	Q96FN5, O15066	F1QN54
OG0002647	Q9NWB1, O43251	Q642J5
OG0002648	P08218, P08217	Q7SZ51
OG0002649	P56880	A0A8M9PT72, A0A8M9PF12
OG0002650	Q15678, Q16825	A0A286YBL8
OG0002651	O75891, Q3SY69	A0A8M1RK21
OG0002652	Q96GK7, Q6P2I3	A0A8M9QDP1
OG0002653	Q8IX03, Q6AWC2	E9QGC4
OG0002654	Q8NB66	A0A8M2BII5, A0A8M9PA91
OG0002655	Q8TDR2	Q5PRB1, A0JMF9
OG0002656	Q9C073	B1WB93, F1Q919
OG0002657	Q9H9Y6	B8JKD7, Q4V967
OG0002658	O43315	D5FFZ1, Q498W2
OG0002659	O95447, Q86VQ0	A0A8M6YVF9
OG0002660	P17540, P12532	Q7ZUN7
OG0002661	P24522	Q6GMM1, F1R8Z0
OG0002662	P63211, P61952	Q6PBN9
OG0002663	Q16822, P35558	A0A8M9PZI9
OG0002664	Q6ZV50, Q33E94	A2BGA0
OG0002665	Q9HAJ7	A0A8M3APJ8, Q6NYV5
OG0002666	Q9NVP2	Q6NYY4, Q6NY34
OG0002667	Q9UJY5, Q9UJY4	A0A2R8QEJ6
OG0002668	Q9UPR0, Q15111	A0A8M1RS83
OG0002669	P51580	Q504A5, Q5XJQ2
OG0002670	Q8IZ52	F1R7L6, E7F9K2
OG0002671	Q8N4Y2	A0A8M9Q059, A1A600
OG0002672	Q15915, Q8N9L1	O93311
OG0002673	Q8TDZ2	A0A8M6YXF9, E7F9T0
OG0002674	Q96CC6, Q6PJF5	Q6GMF8
OG0002675	Q9C009	Q6NXD5, A0A0R4IJS9
OG0002676	Q9NQG5, Q96P16	A0A8M2B9C1
OG0002677	Q9UPT5	A0A2R8QNA9, E7FC72
OG0002678	Q9Y4C5	K7DYB2, A5PM89
OG0002679	A6NM10, Q8IXF9	Q0IIQ6
OG0002680	Q8NG27, O43164	A0A8M3AZZ7
OG0002681	O75410, O95359	A0A8M9PU00
OG0002682	P04085	Q08CD2, A5PMP7
OG0002683	P13284	X1WC39, Q5XJN2
OG0002684	P32249	B0UXR0, A5PLE7
OG0002685	Q05682	A0A8M9P6F9, A0A8M9PU64
OG0002686	Q05DH4	A0A286YBG1, A0A8M1REE2
OG0002687	Q2M1P5	Q58G59, A0A8M3APZ6
OG0002688	Q49AM3	A0A8M2BHD5, A0A8M9QFE8
OG0002689	Q6NUJ2	A0A8M1PU80, A0A0R4IYS6
OG0002690	Q7RTU7	A0A8M1NCA2, A0A8N7T827
OG0002691	Q8NDB2, Q6ZUJ8	A0A8M9PSG8
OG0002692	Q8NFW1, Q14993	M5BFV8
OG0002693	Q9H0E7, Q70CQ1	Q7ZUM8
OG0002694	Q9NXS2	Q1LWV0, E9QEV8
OG0002695	Q9Y696, Q96NY7	Q7ZTT4
OG0002697	O14610	Q6PBR4, E7F1F5
OG0002698	O43353	A0A8M9PDA9, Q4V958
OG0002699	O43684	A0A8M3B049, U3JAH9
OG0002700	O60216, Q9H4I0	Q1L8E1
OG0002701	O75356	E7F8A7, E9QI88
OG0002702	O75915	Q5XJS6, Q6DGQ9
OG0002703	P49682	A0A8M2BKS4, F1Q6R0
OG0002704	P52747	Q5U3T5, Q1LYE3
OG0002705	Q8N1Q8, Q5T1C6	A0A8M9NZE6
OG0002706	Q6ZWJ1	A0A0R4IZD4, A0A8M3B4S3
OG0002707	Q8IW70	A7E2I7, E7FFG7
OG0002708	Q8N8A2, Q8NB46	Q502K3
OG0002709	Q9UQB9, Q96GD4	Q6NW76
OG0002710	Q99748	E7FAV4, A0A2R8RKR5
OG0002711	A6NK89	A0A8M2BLW7, A0A8M1QQY8
OG0002712	O15360	Q1X874, A0A8M9PVL4
OG0002713	Q13156, P15927	Q504I6
OG0002714	Q13469	E7F069, E7F9Z5
