Orthogroup	Human.UniProt.renamed	Zebrafish.UniProt.renamed
OG0014856	Q9NQ03	
OG0014857	A0A1B0GU33	
OG0014858	A0A1B0GUA5	
OG0014859	A0JD36	
OG0014860	A6NDY0	
OG0014861	O75363	
OG0014862	P81605	
OG0014863	Q02083	
OG0014864	Q5T0U0	
OG0014865	Q6P1W5	
OG0014866	Q6UXD1	
OG0014867	Q9NVV2	
OG0014868	Q9NXF7	
OG0014869	A0A1B0GUW7	
OG0014870	A6NLE4	
OG0014871	P0C7P2	
OG0014872	P0DL12	
OG0014873	Q01718	
OG0014874	Q68DW6	
OG0014875	Q86UQ5	
OG0014876	Q8WY50	
OG0014877	Q96B96	
OG0014878	Q9H2A3	
OG0014879	Q9NZD4	
OG0014880	A0A1B0GVQ3	
OG0014881	A1L168	
OG0014882	A2RUQ5	
OG0014883	A6NH57	
OG0014884	P31277	
OG0014885	Q5TG53	
OG0014886	Q6UWT2	
OG0014887	Q6ZRI8	
OG0014888	Q719H9	
OG0014889	Q92681	
OG0014890	Q96AN5	
OG0014891	Q9GZV4	
OG0014892	Q9NQ76	
OG0014893	B2CW77	
OG0014894	O14966	
OG0014895	O60609	
OG0014896	Q14134	
OG0014897	Q15274	
OG0014898	Q5R3K3	
OG0014899	Q6UQ28	
OG0014900	Q6ZST4	
OG0014901	Q9BZ98	
OG0014902	Q9ULZ2	
OG0014903	Q9Y279	
OG0014904	A0A0B4J1T7	
OG0014905	A6NMK7	
OG0014906	P48745	
OG0014907	Q05BU3	
OG0014908	Q13201	
OG0014909	Q14142	
OG0014910	Q2TBC4	
OG0014911	Q6ZVE7	
OG0014912	Q8N112	
OG0014913	Q8NHG7	
OG0014914	Q9GZM3	
OG0014915	A0A1B0GV96	
OG0014916	A0A1B0GVY2	
OG0014917	A4FU49	
OG0014918	E9PQX1	
OG0014919	P08319	
OG0014920	Q2TAM9	
OG0014921	Q92806	
OG0014922	Q96AQ6	
OG0014923	Q96M42	
OG0014924	Q96M89	
OG0014925	Q96MR7	
OG0014926	Q9UNN8	
OG0014927	A6NKF2	
OG0014928	Q0D2K3	
OG0014929	Q2M2E3	
OG0014930	Q86UB2	
OG0014931	Q8N912	
OG0014932	Q8NI28	
OG0014933	Q8WZ69	
OG0014934	Q9H3Y0	
OG0014935	Q9HBX3	
OG0014936	A0A1B0GW64	
OG0014937	P08887	
OG0014938	P0DO92	
OG0014939	P55040	
OG0014940	Q6P6B1	
OG0014941	Q6SPF0	
OG0014942	Q8IUZ0	
OG0014943	Q96SE0	
OG0014944	Q9NQ38	
OG0014945	Q9NQT6	
OG0014946	Q9Y2Y4	
OG0014947	Q9Y3Q8	
OG0014948	A0A1B0GVV1	
OG0014949	A4FU69	
OG0014950	Q8NA77	
OG0014951	A4QN01	
OG0014952	P13378	
OG0014953	P14678	
OG0014954	Q499Z3	
OG0014955	Q6WBX8	
OG0014956	Q8IWF7	
OG0014957	Q9H1A7	
OG0014958	V9GZ13	
OG0014959	A0A075B6Y2	
OG0014960	A0A8V8TNB9	
OG0014961	A8MV81	
OG0014962	A8MWV9	
OG0014963	O60844	
OG0014964	P02652	
OG0014965	P0CZ25	
OG0014966	P49913	
OG0014967	Q02045	
OG0014968	Q16600	
OG0014969	Q6YL49	
OG0014970	Q8IUC6	
OG0014971	Q8WVP5	
OG0014972	Q9NNZ6	
OG0014973	A0A1B0GVN3	
OG0014974	A1L4Q6	
OG0014975	A4D1N5	
OG0014976	P0C880	
OG0014977	Q0VG73	
OG0014978	Q13183	
OG0014979	Q15672	
OG0014980	Q4G0N0	
OG0014981	Q6UXH0	
OG0014982	Q6X4T0	
OG0014983	Q6ZQT0	
OG0014984	Q6ZRG5	
OG0014985	Q6ZRN7	
OG0014986	Q6ZRX8	
OG0014987	Q6ZTI0	
OG0014988	Q8N0U6	
OG0014989	Q8N1X5	
OG0014990	Q8N3U1	
OG0014991	Q8N9R6	
OG0014992	Q8NFD4	
OG0014993	Q8TAT8	
OG0014994	Q96MF0	
OG0014995	Q9BYP7	
OG0014996	A0A1W2PQU2	
OG0014997	A0A1Y8EI39	
OG0014998	A6NCE7	
OG0014999	A6NFQ7	
OG0015000	A6NH52	
OG0015001	A6PVC2	
OG0015002	O96002	
OG0015003	O96024	
OG0015004	P19429	
OG0015005	Q15714	
OG0015006	Q3SY05	
OG0015007	Q5SQ64	
OG0015008	Q8N7U9	
OG0015009	Q92824	
OG0015010	Q96M19	
OG0015011	Q99618	
OG0015012	B1ATL7	
OG0015013	O94811	
OG0015014	P07196	
OG0015015	P13985	
OG0015016	P20800	
OG0015017	P21108	
OG0015018	P49795	
OG0015019	P56470	
OG0015020	Q5T292	
OG0015021	Q6ZNM6	
OG0015022	Q8TBP5	
OG0015023	Q8WXQ3	
OG0015024	Q9H7X3	
OG0015025	Q9UBM4	
OG0015026	Q9Y6J6	
OG0015027	A0A075B702	
OG0015028	A0A0A0MT78	
OG0015029	P05161	
OG0015030	P07737	
OG0015031	Q5VU69	
OG0015032	Q6UWF3	
OG0015033	Q86T23	
OG0015034	Q86YT9	
OG0015035	Q8IWN7	
OG0015036	Q8IY85	
OG0015037	Q8WZ59	
OG0015038	Q9GZZ7	
OG0015039	Q9H2F9	
OG0015040	P61077	
OG0015041	P86397	
OG0015042	Q5SVJ3	
OG0015043	Q96F83	
OG0015044	Q96Q80	
OG0015045	Q9NZS9	
OG0015046	A0A0J9YXM7	
OG0015047	A0A1B0GTL2	
OG0015048	O14603	
OG0015049	Q5VV52	
OG0015050	Q8N7S2	
OG0015051	Q96HR9	
OG0015052	Q96PS1	
OG0015053	Q9H903	
OG0015054	A6NCL2	
OG0015055	P09493	
OG0015056	P12872	
OG0015057	P60827	
OG0015058	P63313	
OG0015059	Q53ET0	
OG0015060	Q6JVE9	
OG0015061	Q6Q788	
OG0015062	Q8N307	
OG0015063	Q8N9M5	
OG0015064	Q8NCQ2	
OG0015065	Q8TEE9	
OG0015066	Q9BSG5	
OG0015067	Q9H1K4	
OG0015068	A6NF83	
OG0015069	O75764	
OG0015070	O75908	
OG0015071	P06899	
OG0015072	P07359	
OG0015073	P0DQW1	
OG0015074	Q0VDD5	
OG0015075	Q53RT3	
OG0015076	Q6L8G5	
OG0015077	Q6PII5	
OG0015078	Q8IUX8	
OG0015079	Q8TD86	
OG0015080	Q96M63	
OG0015081	Q99877	
OG0015082	Q9UI72	
OG0015083	A0A1B0GUA6	
OG0015084	A0A804HJT0	
OG0015085	A6NMA1	
OG0015086	O76042	
OG0015087	P0DMQ9	
OG0015088	Q5JVX7	
OG0015089	Q5MNV8	
OG0015090	Q7Z7B7	
OG0015091	Q86UK5	
OG0015092	Q8N1V8	
OG0015093	Q8N6L0	
OG0015094	Q8NFP0	
OG0015095	Q8WW27	
OG0015096	Q96JD6	
OG0015097	Q9H1L0	
OG0015098	A0A0J9YX06	
OG0015099	A0A0U1RRL7	
OG0015100	B2RXF5	
OG0015101	O43781	
OG0015102	P0CG12	
OG0015103	Q6ZR85	
OG0015104	Q99487	
OG0015105	Q9UBU3	
OG0015106	A6NFU0	
OG0015107	P0DMR3	
OG0015108	Q32MZ4	
OG0015109	Q5VVH2	
OG0015110	Q6E0U4	
OG0015111	Q7Z6W1	
OG0015112	Q8N2C9	
OG0015113	Q8NDY4	
OG0015114	Q8WVN6	
OG0015115	Q96AY3	
OG0015116	Q96CF2	
OG0015117	Q9H825	
OG0015118	O00515	
OG0015119	O43612	
OG0015120	P05109	
OG0015121	P28356	
OG0015122	P31146	
OG0015123	P59095	
OG0015124	Q4QY38	
OG0015125	Q6QNY0	
OG0015126	Q6UXB2	
OG0015127	Q8NCD3	
OG0015128	Q9NWW6	
OG0015129	A0A0J9YWX3	
OG0015130	A0A1B0GUC4	
OG0015131	A0A1B0GVQ0	
OG0015132	P01127	
OG0015133	P0DPR3	
OG0015134	P51965	
OG0015135	Q6W0C5	
OG0015136	Q6ZS11	
OG0015137	Q96MT4	
OG0015138	Q9H171	
OG0015139	Q9NTU4	
OG0015140	Q9ULV8	
OG0015141	Q9UM19	
OG0015142	A6NKW6	
OG0015143	H7C350	
OG0015144	O95977	
OG0015145	P0C671	
OG0015146	P24001	
OG0015147	Q8TF65	
OG0015148	Q9NQ87	
OG0015149	A0A1B0GTC6	
OG0015150	A0A1W2PS18	
OG0015151	P08700	
OG0015152	P0DO97	
OG0015153	P10145	
OG0015154	Q2M3A8	
OG0015155	Q6NXP0	
OG0015156	Q6WQI6	
OG0015157	Q86SE8	
OG0015158	Q9BQS6	
OG0015159	A0A075B6Z2	
OG0015160	G3V523	
OG0015161	P28906	
OG0015162	Q2M243	
OG0015163	Q6ZUS5	
OG0015164	Q96KT0	
OG0015165	Q96MF6	
OG0015166	Q96NA2	
OG0015167	Q9NX63	
OG0015168	A0A1B0GWK0	
OG0015169	C0HMA1	
OG0015170	O00212	
OG0015171	P0C7L1	
OG0015172	P40197	
OG0015173	P58512	
OG0015174	Q52M58	
OG0015175	Q56A73	
OG0015176	Q8IX19	
OG0015177	Q8N6L7	
OG0015178	Q96QV6	
OG0015179	Q96RP3	
OG0015180	Q9Y3R4	
OG0015181	A0A1B0GVH7	
OG0015182	A0A6Q8PHA8	
OG0015183	A6NF36	
OG0015184	P01591	
OG0015185	Q13522	
OG0015186	Q8N2G4	
OG0015187	Q8WUP2	
OG0015188	Q9UGI9	
OG0015189	A0A075B6W1	
OG0015190	A0A494C176	
OG0015191	A0A6Q8PFQ6	
OG0015192	A8MTJ6	
OG0015193	A8MTZ7	
OG0015194	P01350	
OG0015195	P68431	
OG0015196	Q5T4W7	
OG0015197	Q8N4B4	
OG0015198	Q96HE8	
OG0015199	Q96K30	
OG0015200	Q96L11	
OG0015201	Q9UMY1	
OG0015202	Q9Y277	
OG0015203	A0A8I5KPI3	
OG0015204	B3KS81	
OG0015205	P63167	
OG0015206	Q8N945	
OG0015207	Q96A09	
OG0015208	Q96DB9	
OG0015209	Q9BWJ2	
OG0015210	Q9BXU0	
OG0015211	Q9HAV0	
OG0015212	A0PG75	
OG0015213	O96004	
OG0015214	Q6UX34	
OG0015215	Q71RG6	
OG0015216	Q86T13	
OG0015217	Q99880	
OG0015218	Q99895	
OG0015219	Q9UBK5	
OG0015220	A0A1B0GUA9	
OG0015221	A0A494C103	
OG0015222	A0N4X5	
OG0015223	O00757	
OG0015224	O14842	
OG0015225	O95399	
OG0015226	Q14695	
OG0015227	Q5SNV9	
OG0015228	Q86UW2	
OG0015229	Q8N819	
OG0015230	Q96FQ6	
OG0015231	Q99608	
OG0015232	Q9BY43	
OG0015233	Q9H091	
OG0015234	Q9P1J3	
OG0015235	A2RU48	
OG0015236	A6NC97	
OG0015237	O75683	
OG0015238	P59103	
OG0015239	Q1W4C9	
OG0015240	Q8NAC3	
OG0015241	Q9BTM1	
OG0015242	Q9BWQ6	
OG0015243	Q9NQZ8	
OG0015244	Q9UH64	
OG0015245	A0A804HID5	
OG0015246	O75298	
OG0015247	O75425	
OG0015248	O95813	
OG0015249	Q16581	
OG0015250	Q504Y0	
OG0015251	Q5T6X4	
OG0015252	Q6L8H4	
OG0015253	Q6Q6R5	
OG0015254	Q6UX82	
OG0015255	Q6XLA1	
OG0015256	Q86SP6	
OG0015257	Q96AP0	
OG0015258	Q9H853	
OG0015259	A0A0C5B5G6	
OG0015260	A0A140TA64	
OG0015261	A0A1B0GUA7	
OG0015262	A0A590UK83	
OG0015263	A0A6Q8PHR7	
OG0015264	A0A9L9P0W8	
OG0015265	H3BNL8	
OG0015266	O95971	
OG0015267	Q5VT28	
OG0015268	Q9BR10	
OG0015269	Q9NP62	
OG0015270	A6NGY3	
OG0015271	P0DPE3	
OG0015272	P10124	
OG0015273	P42701	
OG0015274	Q06250	
OG0015275	Q5BKY6	
OG0015276	Q5TGU0	
OG0015277	Q6W349	
OG0015278	Q6ZQY7	
OG0015279	Q6ZR54	
OG0015280	Q6ZS49	
OG0015281	Q6ZUT4	
OG0015282	Q6ZVU0	
OG0015283	Q8N6K4	
OG0015284	Q8N9L7	
OG0015285	Q8NBF4	
OG0015286	Q8TCH9	
OG0015287	Q93062	
OG0015288	Q96B54	
OG0015289	Q96IR3	
OG0015290	Q96RP7	
OG0015291	Q9BRP9	
OG0015292	A0A0J9YXA8	
OG0015293	A0A494BZU2	
OG0015294	P0C5K7	
OG0015295	Q5T681	
OG0015296	Q7RTU5	
OG0015297	Q8IYI0	
OG0015298	Q96L12	
OG0015299	Q9HBU9	
OG0015300	A0A286YFK9	
OG0015301	A4D1F6	
OG0015302	O95998	
OG0015303	P40933	
OG0015304	Q16623	
OG0015305	Q5K131	
OG0015306	Q6UWW9	
OG0015307	Q7L5L3	
OG0015308	Q8IYX3	
OG0015309	Q8N1H7	
OG0015310	Q8WW18	
OG0015311	Q96N35	
OG0015312	Q9HD36	
OG0015313	Q9NRH1	
OG0015314	A0A075B6Z4	
OG0015315	A0A1B0GUV7	
OG0015316	O95670	
OG0015317	P18085	
OG0015318	Q4VX62	
OG0015319	Q5T5N4	
OG0015320	Q6ZSC3	
OG0015321	Q7Z6B0	
OG0015322	Q8N130	
OG0015323	Q8NC42	
OG0015324	Q8WVE6	
OG0015325	Q9BYR4	
OG0015326	Q9GZY1	
OG0015327	Q9HBV2	
OG0015328	A0A075B6U9	
OG0015329	A0A075B711	
OG0015330	A0A1B0GVR7	
OG0015331	A6NFE2	
OG0015332	A8MQB3	
OG0015333	O75264	
OG0015334	P04141	
OG0015335	P21918	
OG0015336	P32970	
OG0015337	Q5U4P2	
OG0015338	Q6P087	
OG0015339	Q8IWA6	
OG0015340	Q8IZ16	
OG0015341	Q8TAT2	
OG0015342	A8MWD9	
OG0015343	O95562	
OG0015344	Q13316	
OG0015345	Q5TEZ5	
OG0015346	Q8NCR6	
OG0015347	Q96A22	
OG0015348	Q96IZ2	
OG0015349	Q9NP08	
OG0015350	A0A1B0GW54	
OG0015351	O95229	
OG0015352	P0C854	
OG0015353	P37840	
OG0015354	P61020	
OG0015355	Q3SXR2	
OG0015356	Q5J8X5	
OG0015357	Q6PUV4	
OG0015358	Q7Z2R9	
OG0015359	Q8N5N7	
OG0015360	Q8TDS5	
OG0015361	Q92583	
OG0015362	Q96MA1	
OG0015363	Q9BY50	
OG0015364	Q9BZ19	
OG0015365	Q9BZP3	
OG0015366	Q9GZL8	
OG0015367	Q9H1E5	
OG0015368	A0A075B6Y3	
OG0015369	E7EW31	
OG0015370	P48145	
OG0015371	P51668	
OG0015372	Q6FIF0	
OG0015373	Q9H7M9	
OG0015374	Q9NS67	
OG0015375	Q17RG1	
OG0015376	Q6ZW13	
OG0015377	Q8IUC3	
OG0015378	Q8IWC1	
OG0015379	Q8NBZ0	
OG0015380	Q9BXW3	
OG0015381	Q9H478	
OG0015382	Q9UHT4	
OG0015383	A0A075B6Z0	
OG0015384	A0A1B0GUT2	
OG0015385	A6NMX2	
OG0015386	P33778	
OG0015387	Q05952	
OG0015388	Q0VD86	
OG0015389	Q6ICG8	
OG0015390	Q6UY27	
OG0015391	Q6ZP68	
OG0015392	Q8IY42	
OG0015393	Q8NC38	
OG0015394	Q8NDB6	
OG0015395	Q8TEV8	
OG0015396	Q92737	
OG0015397	Q99878	
OG0015398	Q9NR55	
OG0015399	A0A1B0GTY4	
OG0015400	A6NEH8	
OG0015401	P11049	
OG0015402	P16083	
OG0015403	P16150	
OG0015404	Q5T619	
OG0015405	Q5T742	
OG0015406	Q8N9R0	
OG0015407	Q8NDC0	
OG0015408	Q9BYR0	
OG0015409	A0A8Q3SIZ7	
OG0015410	A5LHX3	
OG0015411	A5PL33	
OG0015412	A6NH11	
OG0015413	A8MZ97	
OG0015414	P05814	
OG0015415	P10323	
OG0015416	P59051	
OG0015417	Q13007	
OG0015418	Q16661	
OG0015419	Q7Z7M8	
OG0015420	Q9HD87	
OG0015421	A0A7L8Y648	
OG0015422	P0C5K6	
OG0015423	Q04917	
OG0015424	Q4JDL3	
OG0015425	Q71RC9	
OG0015426	Q8N6K0	
OG0015427	Q96KC9	
OG0015428	Q99626	
OG0015429	A0A0A0MT89	
OG0015430	A0A0J9YWP8	
OG0015431	Q12765	
OG0015432	Q6W3E5	
OG0015433	Q8IYP2	
OG0015434	Q8N4M7	
OG0015435	Q8NDX9	
OG0015436	Q9H1M4	
OG0015437	Q9H8Q6	
OG0015438	Q9HBL8	
OG0015439	A0A1B0GTZ2	
OG0015440	B1AMM8	
OG0015441	Q07065	
OG0015442	Q5BIV9	
OG0015443	Q5SZB4	
OG0015444	Q7L1S5	
OG0015445	Q969K7	
OG0015446	Q9BWV2	
OG0015447	Q9BYQ6	
OG0015448	Q9H354	
OG0015449	A0A087WXM9	
OG0015450	B7ZBB8	
OG0015451	O15370	
OG0015452	O60682	
OG0015453	P59037	
OG0015454	Q2WGJ8	
OG0015455	Q30KQ7	
OG0015456	Q6XCG6	
OG0015457	Q8TCU3	
OG0015458	Q99619	
OG0015459	Q9H503	
OG0015460	O75144	
OG0015461	P03928	
OG0015462	P11686	
OG0015463	Q53TS8	
OG0015464	Q5JQF7	
OG0015465	Q9NPF7	
OG0015466	Q9Y3Q3	
OG0015467	J3KSC0	
OG0015468	O95561	
OG0015469	P07766	
OG0015470	Q6UWY5	
OG0015471	Q7L7L0	
OG0015472	Q9H8X3	
OG0015473	Q9NZ81	
OG0015474	Q9Y3S1	
OG0015475	A0A024R1R8	
OG0015476	O95661	
OG0015477	P07988	
OG0015478	P0DW81	
OG0015479	P11908	
OG0015480	P13725	
OG0015481	P22794	
OG0015482	P56856	
OG0015483	Q03395	
OG0015484	Q5T4H9	
OG0015485	Q8TB33	
OG0015486	Q969Q0	
OG0015487	Q96D59	
OG0015488	Q96KF2	
OG0015489	Q9BZL3	
OG0015490	Q9UBC7	
OG0015491	Q9ULZ0	
OG0015492	A0A0J9YWD0	
OG0015493	P0C7I6	
OG0015494	Q8NBB2	
OG0015495	Q8TAA1	
OG0015496	Q8TAX7	
OG0015497	Q99727	
OG0015498	A4D250	
OG0015499	A6NCI5	
OG0015500	P60329	
OG0015501	Q13323	
OG0015502	Q16611	
OG0015503	Q6SJ96	
OG0015504	Q6UXU6	
OG0015505	Q8N8V8	
OG0015506	Q8TEF2	
OG0015507	Q969D9	
OG0015508	Q96JY0	
OG0015509	Q96S99	
OG0015510	A0A075B6X7	
OG0015511	A0A0U1RRA0	
OG0015512	A0A1B0GUY1	
OG0015513	A0A494C1I1	
OG0015514	A6NMZ2	
OG0015515	A8MTQ0	
OG0015516	D3DTV9	
OG0015517	P13611	
OG0015518	P16104	
OG0015519	Q02535	
OG0015520	Q6UWK7	
OG0015521	Q6ZUU3	
OG0015522	Q9BQ66	
OG0015523	Q9UNN4	
OG0015524	Q9Y3P8	
OG0015525	A0A0C4DH63	
OG0015526	Q16517	
OG0015527	Q3KNW1	
OG0015528	Q6NVV1	
OG0015529	Q8N386	
OG0015530	Q9H0A3	
OG0015531	A0A6Q8PGL7	
OG0015532	A8MTT3	
OG0015533	P02792	
OG0015534	P20809	
OG0015535	P57679	
OG0015536	Q5VTT2	
OG0015537	Q9H1C0	
OG0015538	Q9NR31	
OG0015539	C0HM98	
OG0015540	C9J3I9	
OG0015541	P31260	
OG0015542	P47974	
OG0015543	Q3LI62	
OG0015544	Q6PRD7	
OG0015545	Q86XI8	
OG0015546	Q8IUB5	
OG0015547	Q8IZW8	
OG0015548	Q8WWF3	
OG0015549	Q9NPH2	
OG0015550	A0A183	
OG0015551	O43365	
OG0015552	O75123	
OG0015553	O95867	
OG0015554	Q01113	
OG0015555	Q2I0M5	
OG0015556	Q8N6G2	
OG0015557	Q8N7C0	
OG0015558	Q96LB4	
OG0015559	Q96MN9	
OG0015560	Q9NQC3	
OG0015561	Q9UNG2	
OG0015562	A8MU93	
OG0015563	C9J6K1	
OG0015564	O43665	
OG0015565	P05113	
OG0015566	P31371	
OG0015567	Q717R9	
OG0015568	Q7L775	
OG0015569	Q96LM1	
OG0015570	Q9HC97	
OG0015571	Q9UIS9	
OG0015572	A0A455ZAR2	
OG0015573	A8MU10	
OG0015574	C0HM83	
OG0015575	Q1T7F1	
OG0015576	Q5VZ19	
OG0015577	Q6AWC8	
OG0015578	Q6ZN92	
OG0015579	Q6ZR03	
OG0015580	Q6ZVH6	
OG0015581	Q8IYB0	
OG0015582	Q8N402	
OG0015583	Q8TAV5	
OG0015584	Q8TDU9	
OG0015585	Q96MM7	
OG0015586	Q9BVW6	
OG0015587	Q9H8V8	
OG0015588	Q9HAA7	
OG0015589	Q9UF83	
OG0015590	A0A0U1RQB9	
OG0015591	A0A3B3IRV3	
OG0015592	A0A8V8TPW5	
OG0015593	O15318	
OG0015594	O76076	
OG0015595	Q6ZUL3	
OG0015596	Q8N0V1	
OG0015597	Q8N309	
OG0015598	Q9BZK8	
OG0015599	Q9H175	
OG0015600	Q9P2X7	
OG0015601	A0A804HJP8	
OG0015602	P06127	
OG0015603	P22492	
OG0015604	P55808	
OG0015605	Q502X0	
OG0015606	Q66K80	
OG0015607	Q8WW14	
OG0015608	Q9NTK1	
OG0015609	A8K5M9	
OG0015610	B7Z8K6	
OG0015611	P14621	
OG0015612	Q8WV48	
OG0015613	Q969T7	
OG0015614	Q99958	
OG0015615	A0A0J9YXG5	
OG0015616	A0A2R8YD15	
OG0015617	H3BR10	
OG0015618	O15382	
OG0015619	Q0VDD7	
OG0015620	Q2M2I3	
OG0015621	Q6UW49	
OG0015622	Q6UX52	
OG0015623	Q6ZN03	
OG0015624	Q86UT5	
OG0015625	Q96E17	
OG0015626	Q96GX2	
OG0015627	Q96IT6	
OG0015628	Q96RU7	
OG0015629	Q9BPW8	
OG0015630	Q9H841	
OG0015631	Q9UGP4	
OG0015632	Q9Y6Z2	
OG0015633	A6NFN9	
OG0015634	A6NGU7	
OG0015635	O00459	
OG0015636	O15061	
OG0015637	Q5CZC0	
OG0015638	Q6UXU0	
OG0015639	Q8WVX3	
OG0015640	Q93077	
OG0015641	A6NCI8	
OG0015642	O15225	
OG0015643	O75426	
OG0015644	O95833	
OG0015645	P0C7V0	
OG0015646	P47710	
OG0015647	P58876	
OG0015648	Q4G0G2	
OG0015649	Q6ZN17	
OG0015650	Q8N9T2	
OG0015651	Q96IF1	
OG0015652	Q9H0T7	
OG0015653	Q9UHG2	
OG0015654	P0CW21	
OG0015655	P51148	
OG0015656	Q3LI68	
OG0015657	Q3MIW9	
OG0015658	Q6PEX7	
OG0015659	Q71F78	
OG0015660	Q8WWA1	
OG0015661	Q96P56	
OG0015662	Q9H7T3	
OG0015663	Q9HB66	
OG0015664	Q9P298	
OG0015665	Q9UIY3	
OG0015666	A6NGA9	
OG0015667	A8K554	
OG0015668	Q6AZW8	
OG0015669	Q6ZSK4	
OG0015670	Q86X51	
OG0015671	Q8IVJ8	
OG0015672	Q8IZN7	
OG0015673	Q8N616	
OG0015674	Q8NBV8	
OG0015675	Q8WWR9	
OG0015676	Q96A08	
OG0015677	Q96LC9	
OG0015678	Q9HCQ7	
OG0015679	Q9P2T0	
OG0015680	A0A075B6X8	
OG0015681	Q53SZ7	
OG0015682	Q6NXT2	
OG0015683	Q6UXQ8	
OG0015684	Q8WZA8	
OG0015685	Q96LL3	
OG0015686	Q96MS0	
OG0015687	Q9NP70	
OG0015688	B8ZZ34	
OG0015689	P08590	
OG0015690	P28676	
OG0015691	Q6DKI7	
OG0015692	Q7Z444	
OG0015693	Q8IV03	
OG0015694	Q8N614	
OG0015695	Q96DA0	
OG0015696	B7Z368	
OG0015697	Q15370	
OG0015698	Q16821	
OG0015699	Q6ZST2	
OG0015700	Q8N4C9	
OG0015701	Q8WZB0	
OG0015702	H3BTG2	
OG0015703	I3L1E1	
OG0015704	O14965	
OG0015705	O75446	
OG0015706	P32971	
OG0015707	P46663	
OG0015708	P84074	
OG0015709	Q147U7	
OG0015710	Q17RA5	
OG0015711	Q6XXX2	
OG0015712	Q6ZNK6	
OG0015713	Q8N257	
OG0015714	Q8N5I3	
OG0015715	Q8TAL5	
OG0015716	Q93079	
OG0015717	Q969G5	
OG0015718	Q96N06	
OG0015719	Q9BSJ5	
OG0015720	A0A075B6X9	
OG0015721	A0A1B0GVY4	
OG0015722	A0A286YEX9	
OG0015723	A6NIN4	
OG0015724	O14950	
OG0015725	O15492	
OG0015726	P17096	
OG0015727	P21757	
OG0015728	P60008	
OG0015729	Q13361	
OG0015730	Q15847	
OG0015731	Q6UWN8	
OG0015732	Q8N114	
OG0015733	Q8N144	
OG0015734	Q9H7T0	
OG0015735	Q9NZA1	
OG0015736	Q9Y5M1	
OG0015737	Q9Y5Q6	
OG0015738	A0A1B0GW15	
OG0015739	A0A8V8TPP0	
OG0015740	A6NCJ1	
OG0015741	O43657	
OG0015742	O75956	
OG0015743	P20396	
OG0015744	P28908	
OG0015745	Q3LI81	
OG0015746	Q8TAM6	
OG0015747	Q9HB03	
OG0015748	A0A075B6Y4	
OG0015749	A0A0U1RQI7	
OG0015750	A0A1B0GUV1	
OG0015751	A6NLX4	
OG0015752	P04156	
OG0015753	P51164	
OG0015754	Q6EBC2	
OG0015755	Q6UXP9	
OG0015756	Q6YFQ2	
OG0015757	Q8N715	
OG0015758	Q8NET5	
OG0015759	Q8NEV8	
OG0015760	Q8TBE1	
OG0015761	Q96LZ3	
OG0015762	Q9NWW0	
OG0015763	Q9UBB5	
OG0015764	P79522	
OG0015765	Q15735	
OG0015766	Q86WS4	
OG0015767	Q8NBN3	
OG0015768	Q8WWF1	
OG0015769	A0A075B6V7	
OG0015770	A0A1B0GUZ9	
OG0015771	A0A7I2V6D3	
OG0015772	A0A8I5QJV6	
OG0015773	A6NC62	
OG0015774	P15018	
OG0015775	P41221	
OG0015776	Q13477	
OG0015777	Q16695	
OG0015778	Q401N2	
OG0015779	Q5SRR4	
OG0015780	Q5T750	
OG0015781	Q8TBR7	
OG0015782	Q9GZQ4	
OG0015783	Q9UIG5	
OG0015784	Q6UWF5	
OG0015785	Q6ZTY9	
OG0015786	Q86UU9	
OG0015787	Q8IYS1	
OG0015788	Q8NEP7	
OG0015789	Q9BYP8	
OG0015790	A6NJB7	
OG0015791	C9JFL3	
OG0015792	H3BNL1	
OG0015793	O15444	
OG0015794	O60248	
OG0015795	P09601	
OG0015796	P40200	
OG0015797	Q0VDE8	
OG0015798	Q53R12	
OG0015799	Q5T5F5	
OG0015800	Q5VY43	
OG0015801	Q6ZRC1	
OG0015802	Q6ZSJ8	
OG0015803	Q6ZUJ4	
OG0015804	Q86SI9	
OG0015805	Q8IZS5	
OG0015806	Q96DR8	
OG0015807	Q9GZZ8	
OG0015808	Q9H0C2	
OG0015809	Q9NRG1	
OG0015810	Q9UIG4	
OG0015811	Q9UIM3	
OG0015812	O95976	
OG0015813	P21452	
OG0015814	P62942	
OG0015815	Q5T1S8	
OG0015816	Q6ZV70	
OG0015817	Q86X59	
OG0015818	Q8N5N4	
OG0015819	Q8TAI1	
OG0015820	Q8WVD3	
OG0015821	Q969L4	
OG0015822	Q9NTW7	
OG0015823	Q9UKK6	
OG0015824	A0A075B6Z9	
OG0015825	A0A0U1RRE5	
OG0015826	A6PVI3	
OG0015827	Q71UM5	
OG0015828	Q75WM6	
OG0015829	Q7L2Z9	
OG0015830	Q8WW32	
OG0015831	Q9NQ33	
OG0015832	Q9NYG8	
OG0015833	A0A286YF58	
OG0015834	P30203	
OG0015835	Q13278	
OG0015836	Q5TBC7	
OG0015837	Q6NT89	
OG0015838	Q8NEE0	
OG0015839	Q96MZ4	
OG0015840	Q9H693	
OG0015841	Q9Y493	
OG0015842	A0A075B6Y8	
OG0015843	A0A2R8Y556	
OG0015844	L0R819	
OG0015845	P04553	
OG0015846	P0DUH7	
OG0015847	Q1W209	
OG0015848	Q53FE4	
OG0015849	Q6U949	
OG0015850	Q6UWU2	
