Orthogroup	Zebrafish.UniProt.renamed	Human.UniProt.renamed	Category
OG0003553	Q58EJ9	Q5VT66, Q969Z3	one-to-many
OG0003554	A0A8N7T5E0, E7F1J2	Q9NTX9	many-to-one
OG0003555	A0A8M9P949, X1WD11	O00214	many-to-one
OG0003556	F1QDM9, F1R0I2	P05090	many-to-one
OG0003557	O57341, Q805B2	P55075	many-to-one
OG0003558	A0A8M9PVT7, Q567N5	Q02878	many-to-one
OG0003559	A1L273, Q6DBT1	Q13445	many-to-one
OG0003560	A0A8M1P5M3, Q1LVN8	Q9BVL4	many-to-one
OG0003561	A0A2R8RTN2, E7FGP3	Q9H161	many-to-one
OG0003562	A0A8M9Q2Q8, B8A5L6	P02671	many-to-one
OG0003563	A0A8M2B3D1, Q566Z4	P31213	many-to-one
OG0003564	E7FE68, Q4VBT7	Q93045	many-to-one
OG0003565	A0A0G2KTT4, A0A8M6Z583	Q9H6E4	many-to-one
OG0003566	Q6P027, Q6PC74	P12271	many-to-one
OG0003567	A0A8M3B5K9, Q6NYF7	P18859	many-to-one
OG0003568	A0A1D5NSK0, A0A8M9Q364	A0A1B0GTW7	many-to-one
OG0003569	F1QUA1, Q6P015	P22415	many-to-one
OG0003570	A0A8M9PJE4, Q1LWG1	P78413	many-to-one
OG0003571	A0A8M2BDW1, A0A8N7TEJ2	Q13671	many-to-one
OG0003572	A9C3R8, A9C3R9	Q16518	many-to-one
OG0003573	A0A8M9QKB7, F1RDU1	Q8IY50	many-to-one
OG0003574	A0A8M9P965, U3JA75	A6NN92	many-to-one
OG0003575	E9QIN8, F1QEG2	O60662	many-to-one
OG0003576	B3DHF2	P51841, Q02846	one-to-many
OG0003577	A0A2R8QGC0, X1WER2	Q9GZZ9	many-to-one
OG0003578	A0A8M1N6X6, Q1L8Y3	O43541	many-to-one
OG0003579	A0A8M2B2Z1, A0A8M9Q9Y7	O75112	many-to-one
OG0003580	A0A8N7UR74, A0A8N7UZ56	P18583	many-to-one
OG0003581	A0A8M1N743, A0A8M1PAF3	P36969	many-to-one
OG0003582	A0A8M2BCU2, Q7ZTU9	Q13207	many-to-one
OG0003583	A0A8M3AQN8, F6NI22	Q9BSE2	many-to-one
OG0003584	A0A8N7UQW5	P49257, Q9HAT1	one-to-many
OG0003585	B3DJH7, E9QIB7	O75385	many-to-one
OG0003586	Q5TYZ2	O95475, Q8N196	one-to-many
OG0003587	A0A8M2BAI0, A8WGA6	P45378	many-to-one
OG0003588	A0A8M3ATS4, A0A8N7TES9	Q12891	many-to-one
OG0003589	A0A8M3AJM2, F1Q5D2	Q6ZVL6	many-to-one
OG0003590	A0A8M3ATL1, Q7SY49	Q8NCB2	many-to-one
OG0003591	P0CAX4, Q566V9	Q9H1Z8	many-to-one
OG0003592	A0A8M1P3Z2, A0A8M6Z714	B4E2M5	many-to-one
OG0003593	A0A8M3BDI6, A0A8M6Z052	Q149M9	many-to-one
OG0003594	A0A8M9PE83, E7FEC3	Q6UWI4	many-to-one
OG0003595	A0A8M1RM17, A1L251	Q8NFI3	many-to-one
OG0003596	A0A8M6Z242, A0A8M9QAD8	Q96P65	many-to-one
OG0003597	A0A8M2B6K3, F1RAX4	Q9BX79	many-to-one
OG0003598	A1A601, F1QQA9	Q9Y4L5	many-to-one
OG0003599	A0A8M3B2S0, B3DJI5	Q7Z4H4	many-to-one
OG0003600	A0A8M2BJQ9, E9QC15	A5PLL1	many-to-one
OG0003601	A0A8M3AZ88, E9QBZ2	O15084	many-to-one
OG0003602	A0A2R9YJG8, F1R2X6	Q14997	many-to-one
OG0003603	A0A8M2BE82, F1Q9V8	Q7Z3K6	many-to-one
OG0003604	A0A8M9QHN5, A9JR57	Q96KR7	many-to-one
OG0003605	A0A8M3AKR9, A0A8N7TEY3	O15015	many-to-one
OG0003606	A0A8M9PQY7, Q7SXC0	P19835	many-to-one
OG0003607	A0A8M3AQ67, A0A8M9Q9D5	P25092	many-to-one
OG0003608	A0A8M1P6Z4, E7FAM5	Q2Q1W2	many-to-one
OG0003609	E9QHL3, Q4V9E7	Q8NDZ0	many-to-one
OG0003610	A0A8M3AV83, A0A8M9PK33	Q99678	many-to-one
OG0003611	Q1LUD6, Q5EB04	Q9BWC9	many-to-one
OG0003612	F1QP52, F8W4U4	A4UGR9	many-to-one
OG0003613	A0A8M2BEM6, A0A8M3AV51	Q5JU85	many-to-one
OG0003614	A0A0R4IJL5, F6NQA9	Q6ZWT7	many-to-one
OG0003615	A0A8M3AWN8, A0A8M3AWS9	Q7Z3Q1	many-to-one
OG0003616	A0A8M6Z2F3, Q66I08	Q86UW1	many-to-one
OG0003617	F1R8X0, Q6IR48	Q8TF74	many-to-one
OG0003618	A0A8M1QLG6, A0A8M1RPE0	Q969V1	many-to-one
OG0003619	Q2Z1R2, Q6DGL6	O00570	many-to-one
OG0003620	Q9DG33, Q9DGM9	O95231	many-to-one
OG0003621	Q90XQ7, Q90YN0	P78414	many-to-one
OG0003622	A0A8M1PZ12, A0A8M1RMK7	Q6TFL3	many-to-one
OG0003623	A0A8M9PF81, E7F458	Q8IXH6	many-to-one
OG0003624	A4FVI5, Q6NWB6	Q8WVF2	many-to-one
OG0003625	A0A8M9P3N0, F1R3L9	Q9Y6Q5	many-to-one
OG0003626	Q5U3D2, Q98TT6	O60516	many-to-one
OG0003627	Q1L960, Q5BKW4	P55344	many-to-one
OG0003628	A0A8M2B3C0, A0A8M2BCM3	Q5QGS0	many-to-one
OG0003629	E7F115, Q6P0G3	Q6PEY1	many-to-one
OG0003630	A0JMB1, F1QXD3	Q96MV8	many-to-one
OG0003631	A9UL54, Q08BL5	Q9BVX2	many-to-one
OG0003632	A0A8M9NYL5, B8XY56	O00584	many-to-one
OG0003633	Q502L8, Q5TYN4	O75840	many-to-one
OG0003634	A0A8M9PJ96, A0A8N7TFH6	O95071	many-to-one
OG0003635	A0A8M9P0W3, Q6QX43	P01215	many-to-one
OG0003636	P15861, Q9YGT4	P17509	many-to-one
OG0003637	A0A8M2BAJ8, A7MD68	P51178	many-to-one
OG0003638	Q98TT8, Q98TT9	P56159	many-to-one
OG0003639	A3KNX6, Q1LY84	A6NLC5	many-to-one
OG0003640	A0A8M3AMA3, A8WHR4	Q96IW2	many-to-one
OG0003641	A0A8M9Q7C2, A8WHU6	O95171	many-to-one
OG0003642	A0A8M3AK55, A0A8M3B1Y9	O95196	many-to-one
OG0003643	A0A286Y931, A0A286YAW5	Q6ZSG2	many-to-one
OG0003644	A0A8M3BC64, A0A8M6Z1U2	Q8IZS8	many-to-one
OG0003645	B0S636, X1WCE8	Q96S97	many-to-one
OG0003646	A0A8M1RFX7, Q567I6	Q99828	many-to-one
OG0003647	A0A8M2B8V1, E7F4S3	Q9H1P3	many-to-one
OG0003648	A0A8M1NTG9, A0A8M6Z3K5	Q9H8L6	many-to-one
OG0003649	A0JMJ7, Q502N4	Q9HC52	many-to-one
OG0003650	B0UXH0, Q6NXD2	Q9UQN3	many-to-one
OG0003651	B3F211, Q9PTH3	P18065	many-to-one
OG0003652	A3KPW9, Q7SZF4	P46379	many-to-one
OG0003653	A0A8M3B147, A0A8N7TEH3	Q2M3D2	many-to-one
OG0003654	A0A8M3AWP4, A9JRB6	Q5VZV1	many-to-one
OG0003655	A0A8M1Q6Y0, A0A8M6YWW1	Q9BWT7	many-to-one
OG0003656	A0A8M2B3S1, A0A8M3B9U8, A0A8M9PFM5		zebrafish_exclusive
OG0003657	A9JRX1, E7F5V5, Q7SZZ6		zebrafish_exclusive
OG0003658	A0A8M3AV77, A0A8M3AZE5, A0A8M9PH26		zebrafish_exclusive
OG0003659	A0A140LGW6, A0A8M6YY45, A0A8M9QH07		zebrafish_exclusive
OG0003660	A0A8M6Z8Y7, A0A8M9PHL4, A0A8M9PIL2		zebrafish_exclusive
OG0003661	A0A8M1PZP7, A0A8M9QBT3, A0A8N7UTG6		zebrafish_exclusive
OG0003662	A0A8M9P4H5, A0A8M9PE72, A0A8M9PEN2		zebrafish_exclusive
OG0003663	A0A8M9PE93, A0A8M9PX62, Q7T172		zebrafish_exclusive
OG0003664	A0A8M1RFB1, A0A8M3AYQ3, A0A8M9QF19		zebrafish_exclusive
OG0003665	A0A8M1NZE7, A0A8N7T759, Q5SPG8		zebrafish_exclusive
OG0003666	A0A8M1RP77, A0A8M2B8M5, A0A8M9PMB3		zebrafish_exclusive
OG0003667	A0A8M1P898, A0A8M1P906, A0A8M3B4A7		zebrafish_exclusive
OG0003668	A0A8M2BCP5, A0A8M9Q369, A0A8M9QGT5		zebrafish_exclusive
OG0003669	A0A8M3AW08, A0A8N7T7P5, B0S521		zebrafish_exclusive
OG0003670	A0A8M2BHX4, A0A8M9PWN0, E7FC11		zebrafish_exclusive
OG0003671	A0A0R4IAR3, A0A0R4IID4, A0A8M3ATN3		zebrafish_exclusive
OG0003672	A0A8M3AQ16, A0A8M9PX21, Q75ZI3		zebrafish_exclusive
OG0003673	A0A0R4IP11, A0A8M3AUC1, F1QMH4		zebrafish_exclusive
OG0003674	E7FC96, F1RD68, Q6NXD0		zebrafish_exclusive
OG0003675	B8A6A2, E9QGB9, Q6IQJ3		zebrafish_exclusive
OG0003676	A0A8M1RRN0, A0A8M2BFK1, F1QMG7		zebrafish_exclusive
OG0003677	A0A8M3AUS2, A0A8M9QBQ6, A0A8M9QL47		zebrafish_exclusive
OG0003678	A0A8M6Z5H1, A0A8M9PVC7, A0A8M9PVR3		zebrafish_exclusive
OG0003679	A0A8M3B0X6, A0A8M6YZA4, A0A8M6Z1M4		zebrafish_exclusive
OG0003680	A0A8M1NCP0, A0A8M9PLH4, E7F755		zebrafish_exclusive
OG0003681	Q8AW68, Q8UV47, Q8UV76		zebrafish_exclusive
OG0003682	A0A8M1PYU4, A0A8M9PNN2, B8JK19		zebrafish_exclusive
OG0003683	A9ZPE1, A9ZPE2, F1R655		zebrafish_exclusive
OG0003684	B7ZD59, Q1LYP9, Q1LYQ0		zebrafish_exclusive
OG0003685	A0A8M2B906, A0A8M3B3N8, A0A8N7TE76		zebrafish_exclusive
OG0003686	A0A8M6Z4Z2, Q08CC5, Q7ZTW6		zebrafish_exclusive
OG0003687	A0A8M9PW01, B3DIP2, Q4LDH0		zebrafish_exclusive
OG0003688	A0A8M1RNY7, A0A8M3AX50, A0A8M3B032		zebrafish_exclusive
OG0003689	A0A8M9QF32, A0A8N7UVW7, F1QSJ9		zebrafish_exclusive
OG0003690	A0A0R4I9J2, A0A8M1N8E2, B0S6C5		zebrafish_exclusive
OG0003691	A0A8M2BEF6, Q588C5, Q588C7		zebrafish_exclusive
OG0003692	A0A8M6Z8U1, A0A8M9Q7Y1, F1QJK9		zebrafish_exclusive
OG0003693	B3DKB0, F1R3D6, Q1LXB2		zebrafish_exclusive
OG0003694	A0A8M9PQC6, A0A8M9Q113, E7EXK5		zebrafish_exclusive
OG0003695	A0A0R4IWV9, A0A8M9PI24, A0A8M9PVC5		zebrafish_exclusive
OG0003696	A0A8M1NYK4, Q5RIK7, Q6DG30		zebrafish_exclusive
OG0003697	A8KBR8, B8JIS5, Q6PFJ6		zebrafish_exclusive
OG0003698	A8WGT1, Q1LX59, Q567X1		zebrafish_exclusive
OG0003699	A0A8M2BFM4, A0A8M3B3F9, R4GEK6		zebrafish_exclusive
OG0003700	A0A8M3APN3, A0A8M6YT75, X1WHI8		zebrafish_exclusive
OG0003701	A0A8M6YUZ0, F1R442, Q1ECU8		zebrafish_exclusive
OG0003702	A0A8N7UYU9, A4QP80, F1R8E0		zebrafish_exclusive
OG0003703	A0A0R4IB64, A0A8M3AQM9, A0A8M9PMI0		zebrafish_exclusive
OG0003704	A0A8M6Z346, A0A8M9Q4A2, A0A8M9QPP4		zebrafish_exclusive
OG0003705	A0A8M2B3R9, E7F3F1, Q6DHJ3		zebrafish_exclusive
OG0003706	A0A8M2BLX6, O13146, Q90ZN9		zebrafish_exclusive
OG0003707	A0A8M1RIF4, A0A8M2BIF9, A0A8M9PF33		zebrafish_exclusive
OG0003708	A0A8M6YW94, A0A8M9PYC9, F1Q9F1		zebrafish_exclusive
OG0003709	A0A0R4IVQ3, A9JRC6, Q5CZS6		zebrafish_exclusive
OG0003710	F1QCL1, F1R0P5, F1R302		zebrafish_exclusive
OG0003711	A8E4Z2, Q568F1, Q6AZV9		zebrafish_exclusive
OG0003712	A0A8M9P9G6, A0A8M9Q362, A0A8M9Q9D8		zebrafish_exclusive
OG0003713	A0A8M2BLY0, A0A8M9P7C8, F1QP72		zebrafish_exclusive
OG0003714	A0A8M1RMJ0, A0A8M3AXC3, B3DHD5		zebrafish_exclusive
OG0003715	A0A8M9Q8L1, Q804H0, Q804H1		zebrafish_exclusive
OG0003716	F1R8R9, F1RA32, P17561		zebrafish_exclusive
OG0003717	A0A8M1RER7, A0A8M6Z7X3, E7F0M0		zebrafish_exclusive
OG0003718	A0A140LGU2, A0A8M9QAH7, E7F118		zebrafish_exclusive
OG0003719	A0A2R8Q8Y8, A0A2R8QN98, A9ZPF8		zebrafish_exclusive
OG0003720	A0A8M3B2V0, A2AW96, Q567K3		zebrafish_exclusive
OG0003721	B3DK73, Q1LUM3, Q503V9		zebrafish_exclusive
OG0003722	A0A8M1RRX4, A0A8M2BFR1, A0A8M9PLY8		zebrafish_exclusive
OG0003723	A0A8M2BL10, A5PLJ4, A8WFT8		zebrafish_exclusive
OG0003724	A0A8M1RM31, C6EVZ7, C6EVZ8		zebrafish_exclusive
OG0003725	A1L1S0, Q6GMI5, U3JAA8		zebrafish_exclusive
OG0003726	A0A8M9PQ21, A0A8M9Q7C5, A0A8N7TFA0		zebrafish_exclusive
OG0003727	A0A8M3B7K4, A2CEX0, Q52KK7		zebrafish_exclusive
OG0003728	A0A8M9PTS8, A0A8M9QAP2, Q803G8		zebrafish_exclusive
OG0003729	A0A8M9PVV2, A9Y2A9, U3JAS7		zebrafish_exclusive
OG0003730	A0A8M2B9D4, A0A8M3ALF6, A0A8M9PG91		zebrafish_exclusive
OG0003731	A0A8M6Z251, E7FEY4, E9QHJ4		zebrafish_exclusive
OG0003732	A0A8M2B2S8, A0A8M2B6Z5, A0A8M2BBH1		zebrafish_exclusive
OG0003733	A0A2R8QG23, A0A2R8RY89, A0A8M1RSX8		zebrafish_exclusive
OG0003734	A0A0A0MPW9, A4QN42, Q5RJ15		zebrafish_exclusive
OG0003735	A0A8M1QKY0, A0A8M9Q6B3, A0A8M9Q9U3		zebrafish_exclusive
OG0003736	A0A8M2BAZ7, A0A8M6YSJ2, A0A8M9PIS9		zebrafish_exclusive
OG0003737	A0A0R4IT47, A0A2R8Q0U9, A0A8M1P9Q2		zebrafish_exclusive
OG0003738	A0A1D5NS93, A2BEN3, Q6NY24		zebrafish_exclusive
OG0003739	A0A8M1PRT4, A0A8M9NYX3, X1WGQ3		zebrafish_exclusive
OG0003740	E7FFZ8, Q66JN5, Q6NXA5		zebrafish_exclusive
OG0003741	A0A0R4IX53, A0A8M1P822, A0A8M9PDZ8		zebrafish_exclusive
OG0003742	A0A8M3AYF4, A0A8M9QK45, E7EYE7		zebrafish_exclusive
OG0003743	A0A8M3AUY8, A0A8M9PZZ9, A0A8M9QIH2		zebrafish_exclusive
OG0003744	A0A8M9PRM0, Q08BX9, Q5EAR7		zebrafish_exclusive
OG0003745	A0A0R4IK53, A0A8M2BCE4, A2BGL6		zebrafish_exclusive
OG0003746	A5WW28, A5WW31, E7FAE7		zebrafish_exclusive
OG0003747	A0A8M2B5R2, A0A8M9PHY7, A0A8M9Q209		zebrafish_exclusive
OG0003748	A0A8M2B367, A0A8M3AXE1, A0A8M9Q5R4		zebrafish_exclusive
OG0003749	A0A8M1RN11, A0A8M2BD17, A0A8M9PZU2		zebrafish_exclusive
OG0003750	A0A8M9PV12, A0A8M9QAI7, A4JYQ8		zebrafish_exclusive
OG0003751	Q5TZ78, Q5TZ81, Q98T96		zebrafish_exclusive
OG0003752	A0A8M2BJC1, A0A8M9PN99, A0A8M9PXV4		zebrafish_exclusive
OG0003753	A0A8M2BJW7, A0A8M3AW17, A0A8M9PMA6		zebrafish_exclusive
OG0003754	A0A0R4I9Y1, A0A8M9PMJ8, A0A8M9QF38		zebrafish_exclusive
OG0003755	A0A8M9PNQ3, Q4G5V0, Q4G5W2		zebrafish_exclusive
OG0003756	A0A8M3AKJ6, A0A8M9PR57, A0A8M9QE05		zebrafish_exclusive
OG0003757	A0A8M9PHJ3, X1WBF6, X1WGB6		zebrafish_exclusive
OG0003758	A0A2R8Q1P0, A0A2R8RRF2, E7F6U1		zebrafish_exclusive
OG0003759	A0A8M3B5V9, A0A8M6YUW0, F8W5Q6		zebrafish_exclusive
OG0003760	A0A8M1RHR5, A0A8M6YSS9, A0A8M9PDT7		zebrafish_exclusive
OG0003761	A0A2R8RU89, A0A8M2BFV8, A0A8M9QEF4		zebrafish_exclusive
OG0003762	A0A8M6Z3T0, A5PM73, A8KB42		zebrafish_exclusive
OG0003763	A0A8M9PCL7, A0A8N7URI5, E7F969		zebrafish_exclusive
OG0003764	A0A8M6Z1F9, A0A8M6Z3G9, E7F4K9		zebrafish_exclusive
OG0003765	A0JMF2, E7F7A1, E7FGI9		zebrafish_exclusive
OG0003766	A0A8M6YZ09, A0A8M9PCM0, U3PTD6		zebrafish_exclusive
OG0003767	A0A8M9PDJ4, A0A8M9PJ85, A0A8M9PU58		zebrafish_exclusive
OG0003768	A0A8M2B8U0, A0A8M9Q5A2, Q5U3A6		zebrafish_exclusive
OG0003769	A0A8M3ARL0, A0A8M9PF20, A0A8M9PPQ7		zebrafish_exclusive
OG0003770	A0A8M6Z6M7, A0A8M9Q635, A0A8M9QAA4		zebrafish_exclusive
OG0003771	A0A8M2BIZ5, A0A8M2BK06, A0A8M9QAY6		zebrafish_exclusive
OG0003772	A0A8M9P297, A0A8M9PG35, A0A8M9PIW4		zebrafish_exclusive
OG0003773	A0A8M6YTJ1, F1QII6, Q5XIZ0		zebrafish_exclusive
OG0003774	A0A0R4IM31, A0A8M9PEQ0, A5H1X0		zebrafish_exclusive
OG0003775	A0A8M1RLI3, A0A8M9NYL0, A8KB61		zebrafish_exclusive
OG0003776	A0A8M3B0P3, A0A8M9P9Y7, A0A8M9PBH8		zebrafish_exclusive
OG0003777	A0A8M3B1M9, Q1ECU9, Q1LXQ6		zebrafish_exclusive
OG0003778	F2XG12, F2XG13, Q0P449		zebrafish_exclusive
OG0003779	A0A8M9PNK6, A0A8M9PZY5, A0A8M9Q7J9		zebrafish_exclusive
OG0003780	A0A068FR04, A0A8M1P5X8, A0A8M9PYR9		zebrafish_exclusive
OG0003781	A2BID0, E9QD38, I3IT78		zebrafish_exclusive
OG0003782	Q6IQ69	A6NI61	one-to-one
OG0003783	E7F5L8	O00566	one-to-one
OG0003784	B0R0L1	O43159	one-to-one
OG0003785	A0A8M6Z2U3	O43283	one-to-one
OG0003786	A0A0R4IVU1	O60675	one-to-one
OG0003787	Q1LVK9	O75113	one-to-one
OG0003788	A0A0R4IR35	O75486	one-to-one
OG0003789	A0A8M1RM75	O76096	one-to-one
OG0003790	Q7SXP9	O95674	one-to-one
OG0003791	A0A8M3ALU2	O95704	one-to-one
OG0003792	F1QNW4	O95995	one-to-one
OG0003793	Q9MIZ0	P03886	one-to-one
OG0003794	Q3B7R0	P08574	one-to-one
OG0003795	A0A8M6YWC2	P0CW18	one-to-one
OG0003796	Q6AZA2	P49821	one-to-one
OG0003797		P55103, P58166	human_exclusive
OG0003798	Q6DI36	P59190	one-to-one
OG0003799	A0A8M9PLX5	Q02241	one-to-one
OG0003800	Q6DGL0	Q07020	one-to-one
OG0003801		O43323, Q14623	human_exclusive
OG0003802	A0A8M2BFB6	Q14765	one-to-one
OG0003803	A0A2R8QIV0	Q15723	one-to-one
OG0003804	A2CEM9	Q15834	one-to-one
OG0003805	B0S8J8	Q53QZ3	one-to-one
OG0003806	Q08BZ4	Q5I0G3	one-to-one
OG0003807	Q1LXV8	Q6ZRR5	one-to-one
OG0003808	E7F887	Q6ZT98	one-to-one
OG0003809	Q567C6	Q7RTV3	one-to-one
OG0003810	A0A8M9PV63	Q7Z3U7	one-to-one
OG0003811	A0A8M9PDA7	Q7Z7G8	one-to-one
OG0003812	E7EZ47	Q86T20	one-to-one
OG0003813	Q66HY7	Q8N5X7	one-to-one
OG0003814	B3DJ89	Q9BQ31	one-to-one
OG0003815	Q5XJK9	Q9BQ75	one-to-one
OG0003816	Q6PBP3	Q9BRX8	one-to-one
OG0003817	E7F4T6	Q9BVV7	one-to-one
OG0003818	Q53B64	Q9BZE3	one-to-one
OG0003819	Q7ZV26	Q9NRY2	one-to-one
OG0003820	A2RUX2	Q9NS86	one-to-one
OG0003821	M9MM97	Q9NS98	one-to-one
OG0003822	Q32LW9	Q9P2J9	one-to-one
OG0003823	Q6NW58	Q9UBP0	one-to-one
OG0003824	A0A8M1P3V2	Q9UHP6	one-to-one
OG0003825	R4GDN8	Q9ULK0	one-to-one
OG0003826	F1Q4R5	Q9Y2Z4	one-to-one
OG0003827	A0A8M2BBQ4	A0A2U3TZM8	one-to-one
OG0003828	Q0D284	A0PJE2	one-to-one
OG0003829	Q1RMB9	B1AJZ9	one-to-one
OG0003830	Q6PHG4	O43766	one-to-one
OG0003831	Q5XJQ0	O43827	one-to-one
OG0003832	F1QR43	O94923	one-to-one
OG0003833	E7FGT2	O95479	one-to-one
OG0003834	Q7ZTI0	P05455	one-to-one
OG0003835	Q6NYV3	P07305	one-to-one
OG0003836	Q66I23	P10600	one-to-one
OG0003837	A0A8M2BI88	P12104	one-to-one
OG0003838	A0A8M3ASR9	P16591	one-to-one
OG0003839	Q6NWH5	P17152	one-to-one
OG0003840	A1A5V0	P22304	one-to-one
OG0003841	Q6IQB1	P46777	one-to-one
OG0003842	Q6P031	P48509	one-to-one
OG0003843	E7FG27	P49961	one-to-one
OG0003844	F1QJD4	P54764	one-to-one
OG0003845	Q1LVE4	Q01831	one-to-one
OG0003846	E7FDM3	Q08999	one-to-one
OG0003847	E7F6Q1	Q14582	one-to-one
OG0003848	Q32PL1	Q15435	one-to-one
OG0003849	F1R5Z2	Q4ZHG4	one-to-one
OG0003850	A0A8M9PSV5	Q75T13	one-to-one
OG0003851	A3KPW7	Q7Z6K3	one-to-one
OG0003852	A0A8M1RQW5	Q86WR7	one-to-one
OG0003853	A2BGP7	Q86Z20	one-to-one
OG0003854	E7F7X7	Q8IY84	one-to-one
OG0003855	Q32PM7	Q8IYT4	one-to-one
OG0003856	A0A8M9QK10	Q8N4C7	one-to-one
OG0003857	A0A8M9PUR8	Q8N554	one-to-one
OG0003858		A6NI87, Q8NA61	human_exclusive
OG0003859	Q6TH08	Q8NEZ2	one-to-one
OG0003860	E7FGY3	Q8TBG9	one-to-one
OG0003861	Q6P267	Q92575	one-to-one
OG0003862	A0A0R4IN05	Q93096	one-to-one
OG0003863	Q5XJP8	Q96CP7	one-to-one
OG0003864	A4QNX0	Q96DC7	one-to-one
OG0003865	Q502E5	Q96KF7	one-to-one
OG0003866	Q803E6	Q9BV87	one-to-one
OG0003867	E9QC62	Q9H0H0	one-to-one
OG0003868	Q7ZVE2	Q9HB40	one-to-one
OG0003869	A0A8M9QE99	Q9HC78	one-to-one
OG0003870	Q7ZTY5	Q9NR50	one-to-one
OG0003871	A0A8M2BLH4	Q9NRE2	one-to-one
OG0003872	Q6PFJ7	Q9NXE4	one-to-one
OG0003873	A0A8M9PFY2	Q9UBC2	one-to-one
OG0003874	A0A8N7TFG5	Q9ULQ1	one-to-one
OG0003875	Q90WX3	Q9UMX6	one-to-one
OG0003876	Q6GMK0	Q9UQ53	one-to-one
OG0003877	E7F2S4	Q9UQ90	one-to-one
OG0003878	Q803G5	Q9Y512	one-to-one
OG0003879	Q7ZVS3	O00444	one-to-one
OG0003880	A0A8M3B373	O14817	one-to-one
OG0003881	Q6P3J0	O75907	one-to-one
OG0003882	A0A8M6YY36	O94875	one-to-one
OG0003883	E7FBT9	O95156	one-to-one
OG0003884	Q1LWJ1	P00491	one-to-one
OG0003885		P08861, P09093	human_exclusive
OG0003886	A0A8M3B0U8	P09543	one-to-one
OG0003887	Q6DRK4	P40937	one-to-one
OG0003888	Q5U3H4	P49247	one-to-one
OG0003889	Q8JHG8	P56282	one-to-one
OG0003890	A0A8M2B1N9	P78314	one-to-one
OG0003891	A0A8M6YY64	P85299	one-to-one
OG0003892	Q7SZF3	Q13115	one-to-one
OG0003893	F1QVC6	Q13242	one-to-one
OG0003894	Q90ZB2	Q14549	one-to-one
OG0003895	F1R0E7	Q3SYC2	one-to-one
OG0003896	B0S6S9	Q6ZP01	one-to-one
OG0003897	E9QG68	Q70EL2	one-to-one
OG0003898	Q68EJ8	Q8N9F7	one-to-one
OG0003899	A0A8M9QJ67	Q8TAE7	one-to-one
OG0003900	Q6IQH6	Q8TBJ4	one-to-one
OG0003901	A0A8M9QB17	Q92545	one-to-one
OG0003902	Q6PC30	Q92905	one-to-one
OG0003903	A4IG60	Q92911	one-to-one
OG0003904	A5PMF7	Q96CM4	one-to-one
OG0003905	Q6PHH3	Q9BUL8	one-to-one
OG0003906	Q7SXM0	Q9BY41	one-to-one
OG0003907	A0A8M6Z109	Q9BY42	one-to-one
OG0003908	A0A8M2B5M8	Q9GZU8	one-to-one
OG0003909	O42107	Q9NQI0	one-to-one
OG0003910	A0A8N7T877	Q9NUZ1	one-to-one
OG0003911	Q503Z1	Q9P0W2	one-to-one
OG0003912	Q5TZA6	Q9P203	one-to-one
OG0003913	Q567V6	Q9UBQ5	one-to-one
OG0003914	Q7ZV92	Q9UMS4	one-to-one
OG0003915	Q0P3U1	Q9Y394	one-to-one
OG0003916	A0A8M6Z6P5	Q9Y4F1	one-to-one
OG0003917	Q1LUC1	Q9Y6E2	one-to-one
OG0003918	Q9I9H8	O14727	one-to-one
OG0003919	F8W2F9	P00519	one-to-one
OG0003920	Q7ZVG7	P02679	one-to-one
OG0003921	A0A286YA88	P10997	one-to-one
OG0003922	F1QE38	P18433	one-to-one
OG0003923	A0A8M3B8W2	P19971	one-to-one
OG0003924		P22528, P35321	human_exclusive
OG0003925	Q6DGX4	P23434	one-to-one
OG0003926	Q561X4	P25208	one-to-one
OG0003927	Q90455	P28360	one-to-one
OG0003928	F1QIJ6	P42566	one-to-one
OG0003929	Q8UVG6	P50120	one-to-one
OG0003930	Q5GH44	P51811	one-to-one
OG0003931		P51858, Q5TGJ6	human_exclusive
OG0003932	A0A8M9QHK5	Q14966	one-to-one
OG0003933	Q802X7	Q15035	one-to-one
OG0003934	E7FEH9	Q15121	one-to-one
OG0003935	A0A8M2BIZ0	Q3V5L5	one-to-one
OG0003936	A0JML8	Q5D0E6	one-to-one
OG0003937	Q5D013	Q5JPI9	one-to-one
OG0003938	Q1LV62	Q5TC79	one-to-one
OG0003939	F1QWG7	Q5TEJ8	one-to-one
OG0003940	A0A8M1NVN2	Q5VWC8	one-to-one
OG0003941	Q6GMH5	Q68CL5	one-to-one
OG0003942	A0A8M9P157	Q6ZMI3	one-to-one
OG0003943	A4IGD2	Q8N9F0	one-to-one
OG0003944	Q1L8X9	Q8NDX2	one-to-one
OG0003945	A0A8N7T870	Q8TD26	one-to-one
OG0003946	A0A8M9QPZ0	Q8WV74	one-to-one
OG0003947	Q6NYV9	Q8WVC0	one-to-one
OG0003948	Q1RM81	Q92979	one-to-one
OG0003949	Q0P3Z2	Q96BW5	one-to-one
OG0003950	A0A8M9PIW3	Q96JP5	one-to-one
OG0003951	A5PN43	Q9BSA9	one-to-one
OG0003952	A5PLK2	Q9H008	one-to-one
OG0003953	A0A2R8QA59	Q9H1A4	one-to-one
OG0003954	A2BEV1	Q9H2K0	one-to-one
OG0003955	A0A8M3B7L6	Q9NPI9	one-to-one
OG0003956	B1WB51	Q9NX55	one-to-one
